key,value,reference value,description
hp.portal.ach_agree_details2,"Kliknutím na tlačidlo nižšie potvrdzujete, že informácie, ktoré ste uviedli v tejto Zmluve o autorizácii debetov ACH pre priame platby, sú úplné, pravdivé a poskytnuté na vyššie uvedený účel. Zostane v platnosti dovtedy, kým (ne) upozorníme %{merchant_name}, že si želáme (my) odvolať túto autorizáciu kontaktovaním %{merchant_email} alebo %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above. It will remain in effect until I (we) notify %{merchant_name} that I (we) wish to revoke this authorization by contacting %{merchant_email} or %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above.  It will remain in effect until I (we) notify Chargebee that I (we) wish to revoke this authorization by contacting sam@example.com or 9898982345."
hp.bank_account.desc,Bankový účet,Bank Account,Bank Account label
hp.portal.date,Dátum,Date,Date
hp.gocardless.redirect,Prebieha presmerovanie na poskytovateľa inkasa ...,Redirecting to Direct Debit Provider...,Redirecting to Direct Debit Provider... - info
hp.billing_period.year, %{period} rokov,%{period} Years,2 Months
hp.copied,Skopírované,Copied,Copied URL
hp.error.undetermined_vat_number,"Nepodarilo sa overiť DIČ, pretože služba VIES nie je k dispozícii.",Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
apple_pay.label.charges,POPLATKY,CHARGES,Label for main line item amount
payment_method.info.amazon_payments,Účet Amazon Payments,Amazon Payments account,Amazon Payments account
hp.clientjs.invalid_coupon_code,Neplatný kód kupónu,Invalid coupon code,Invalid coupon code
hp.error.undetermined_abn_number,"Nie je možné spracovať ABN, pretože server vyhľadávania ABN nefunguje.",Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp.portal.ach_agreement,Dohoda o autorizácii ACH,ACH Authorization Agreement,ACH Authorization Agreement - Agreement label
hp.error.invalid_vat_number,Neplatné DIČ,Invalid VAT Number,Invalid VAT Number
hp.portal.account,Účet,Account,Account user account label
hp.portal.manage,Spravovať,Manage,Portal account Manage label
hp.error.invalid_abn_number,Neplatné ABN,Invalid ABN ,Invalid ABN
hp.billing_period.month, %{period} mesiacov,%{period} Months,2 Months
action_error.get,Pri spracovaní vašej žiadosti sa vyskytli chyby,There were errors while processing your request,There were errors while processing your request
apple_pay.label.discount,ZĽAVY,DISCOUNTS,Label for discount amount
hp.update_payment_method.details,Aktualizujú sa podrobnosti spôsobu platby ...,Updating the payment method details...,Updating the payment method details...
payment_method.info.direct_debit_no_bank_name,číslo bankového účtu končiace na %{last4_digits},bank account number ending with %{last4_digits},
hp.paypal.desc,Bezpečnejší a ľahší spôsob platby,"The safer, easier way to pay","The safer, easier way to pay - one liner for paypal gateway payments"
hp.copy,Kópia,Copy,Copy URL
hp.portal.bank_account,bankový účet,bank account,bank account label
