key,value,reference value,description
enum.public_card_error_code.name.amz_account_suspended,使用您的亚马逊帐户时遇到问题。请选择其他付款方式。,Encountered a problem while using your amazon account. Please select a different payment method.,Encountered a problem while using your amazon account. Please select a different payment method.
enum.public_card_error_code.name.prepaid_card_err,不支持预付卡。,Prepaid cards are not supported.,Prepaid cards are not supported.
enum.tax_reg_number_base.label.name.gstin,GSTIN,GSTIN,GSTIN
enum.payment_method_base.type.name.card,卡片,Card,Card based payment including credit cards and debit cards. Details about the card can be obtained from the card resource.
enum.transaction_base.payment_method.name.sofort,Sofort,Sofort,Sofort
enum.item_price_base.trial_period_unit.name.month,月,Month,Month
enum.public_card_error_code.name.payapl_ec_token_expired_invalid,您的PayPal会话已过期。请再试一次。,Your PayPal session has expired. Please try again.,Your PayPal session has expired. Please try again.
enum.line_item_base.type.name.addon_item_price,附加物品价格,Addon Item Price,Addon Item Price
enum.quote_base.status.name.approved,得到正式认可的,Approved,Approved.
enum.subscription_base.state.name.non_renewing,不续约,Non Renewing,The subscription will be canceled at the end of the current term.
enum.public_card_error_code.name.amz_agreement_declined,您在亚马逊中选择的付款方式被拒绝。请对其进行更新，然后重试。,Your selected payment method in amazon was declined. Please update it and try again.,Your selected payment method in amazon was declined. Please update it and try again.
enum.transaction_failure_reason.name.card_barred,遗失/关闭/封锁的卡片,Lost / Closed / Blocked Card,Lost / Closed / Blocked Card
enum.credit_card_base.card_type.name.american_express,美国运通,American Express,An American Express card.
enum.line_item_base.type.name.fractional_correction,小数校正,Fractional Correction,Fractional Correction
enum.credit_card_base.funding_type.name.credit,信用,Credit,A credit card.
enum.contract_term_base.action_at_term_end.name.evergreen,合同结束，订阅继续续订,"Contract ends, subscription continues to renew",Contract term completes and the subscription renews.
enum.credit_card_base.card_type.name.mastercard,MasterCard,MasterCard,A MasterCard.
enum.bank_account_base.account_holder_type.name.individual,个人,Individual,Individual
enum.bank_account_base.account_type.name.checking,检查,Checking,Checking Account
enum.invoice_customization_base.cn_title.name.credit_note,信用票据,CREDIT NOTE,CREDIT NOTE
enum.transaction_base.payment_method.name.bancontact,Bancontact,Bancontact,Bancontact
enum.credit_card_base.card_type.name.other,其他,Other,Card belonging to types other than those listed above.
enum.credit_note_base.reason_code.name.write_off,注销,Write Off,"This reason will be set automatically for the Credit Notes created during invoice <a target=""_blank"" href=""https://www.chargebee.com/docs/invoice-operations.html#write-off"">Write Off</a> operation."
enum.credit_note_base.reason_code.name.fraudulent,欺诈,FRAUDULENT,FRAUDULENT
enum.credit_note_base.reason_code.name.service_unsatisfactory,服务不满意,Service Unsatisfactory,Service Unsatisfactory
enum.transaction_failure_reason.name.fraud,欺诈卡,Fraud card,Fraud card
enum.quote_setting_base.quote_title.name.proforma_invoice,形式发票,PROFORMA INVOICE,PROFORMA INVOICE
enum.item_price_base.trial_period_unit.name.day,日,Day,Day
enum.credit_card_base.funding_type.name.debit,借方,Debit,A debit card.
enum.pricing_model.name.tiered,分层的,Tiered,The per unit price is based on the tier that the total quantity falls in.
enum.credit_card_base.card_type.name.not_applicable,不适用,Not Applicable,Used for offline entries in transactions. Not applicable for cards
enum.transaction_failure_reason.name.card_expired,卡已过期,Card Expired,Card Expired
enum.item_price_base.period_unit.name.month,月,Month,Month
enum.line_item_base.type.name.credit_adjustments,信用调整,Credit Adjustments,Credit Adjustments
enum.transaction_failure_reason.name.contact_details_required,无效的联系信息,Invalid Contact details,Invalid Contact details
enum.credit_note_base.reason_code.name.product_unsatisfactory,产品不合格,Product Unsatisfactory,Product Unsatisfactory
enum.transaction_base.payment_method.name.paypal_express_checkout,Paypal Express结帐,Paypal Express Checkout,Paypal Express Checkout
enum.credit_note_base.status.name.voided,虚空,Voided,When the Credit Note has been cancelled.
enum.subscription_base.state.name.active,积极的,Active,The subscription is active and will be charged for automatically based on the items in it.
enum.plan_base.trial_period_unit.name.day,日,Day,In days
enum.credit_card_base.card_type.name.visa,Visa,Visa,A Visa card.
enum.contract_term_base.action_at_term_end.name.renew_once,在下一个合同期限结束时取消,Cancels at end of next contract term,"Used when you want to renew the contract term just once. Does the following: <li>Contract term completes and a new contract term is started for the number of billing cycles specified in <a href=""subscriptions#create_subscription_for_customer_contract_term_billing_cycle_on_renewal""><code>contract_billing_cycle_on_renewal</code></a>.</li><li>The <code>action_at_term_end</code> for the new contract term is set to <code>cancel</code>.</li></ul>"
enum.transaction_failure_reason.name.invalid_payment_method,无效的付款方式,Invalid Payment Method,Invalid Payment Method
enum.credit_note_base.status.name.refund_due,退款到期,Refund Due,"When the credits are yet to be used, or have been partially used."
enum.line_item_base.type.name.non_recurring_addon_charge,非经常性附加费,Non Recurring Addon Charge,Non Recurring Addon Charge
enum.bank_account_base.account_type.name.unknown,未知,Unknown,Bank Account Type is not set at the gateway
enum.credit_card_base.card_type.name.jcb,JCB,JCB,A JCB card.
enum.transaction_base.payment_method.name.other,其他,Other,Payment Methods other than the above types
enum.payment_method_base.type.name.direct_debit,直接付款,Direct Debit,Represents bank account for which the direct debit or ACH agreement/mandate is created.
enum.public_card_error_code.name.gw_timeout,付款系统未及时响应。请稍后再试。,The payment system did not respond in time. Please try after some time.,The payment system did not respond in time. Please try after some time.
enum.credit_card_base.status.name.invalid,无效的,Invalid,The billing agreement cannot be used. It might become valid again either automatically or due to  customer action.
enum.subscription_base.state.name.cancelled,取消,Cancelled,The subscription has been canceled and is no longer in service.
enum.quote_base.status.name.converting,转换中,Converting,Converting
enum.credit_note_base.reason_code.name.subscription_change,订阅变更,Subscription Change,"This reason will be set automatically for Credit Notes created during Change Subscription operation when <a target=""_blank"" href=""https://www.chargebee.com/docs/proration.html"">proration</a> is enabled"
enum.quote_setting_base.quote_title.name.quote,引用,QUOTE,QUOTE
enum.credit_note_base.reason_code.name.waiver,放弃,Waiver,Waiver
enum.line_item_base.type.name.tax,税,Tax,Tax
enum.transaction_base.payment_method.name.apple_pay,Apple Pay,Apple Pay,Apple Pay
enum.invoice_base.status.name.payment_due,工资税,Payment Due,Indicates the payment is not yet collected and is being retried as per retry settings.
enum.payment_method_base.type.name.sepa_credit,SEPA抵免额,SEPA Credit,SEPA Credit Transfer.
enum.payment_method_base.type.name.ach_credit,ACH信用,ACH Credit,ACH Credit Transfer.
enum.line_item_base.type.name.plan_setup_charge,计划设定费用,Plan Setup Charge,Plan Setup Charge
enum.transaction_failure_reason.name.cvv_issue,CVV问题,CVV issue,CVV issue
enum.item_price_base.period_unit.name.week,星期,Week,Week
enum.transaction_base.payment_method.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay
enum.line_item_base.type.name.charge_item_price,收费项目价格,Charge Item Price,Charge Item Price
enum.line_item_base.type.name.charge,收费,Charge,Charge
enum.public_card_error_code.name.gw_server_error,处理您的卡时发生错误。请联系支持。,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.line_item_base.type.name.addon_charge,附加费,Addon Charge,Addon Charge
enum.quote_base.status.name.invoiced,开票,Invoiced,Invoiced
enum.transaction_base.payment_method.name.bank_transfer,银行转帐,Bank Transfer,Bank Transfer
enum.public_card_error_code.name.gw_invalid_configuration,处理您的卡时发生错误。请联系支持。,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.credit_note_base.reason_code.name.subscription_cancellation,取消订阅,Subscription Cancellation,This reason will be set automatically for Credit Notes created during cancel subscription operation
enum.transaction_base.payment_method.name.amazon_payments,Amazon Payments,Amazon Payments,Amazon Payments
enum.invoice_customization_base.tax_reg_no_label.name.vat_reg_no,增值税登记号,VAT Reg # ,VAT Reg # 
enum.line_item_base.type.name.plan_item_price,计划项目价格,Plan Item Price,Plan Item Price
enum.transaction_base.payment_method.name.alipay,Alipay,Alipay,Alipay
enum.public_card_error_code.name.amz_agreement_rejected,无法使用您的亚马逊帐户。请选择其他付款方式。,Unable to use your amazon account. Please select a different payment method.,Unable to use your amazon account. Please select a different payment method.
enum.bank_account_base.account_type.name.savings,积蓄,Savings,Savings Account
enum.credit_note_base.reason_code.name.other,其他,Other,Can be set when none of the above reason codes are applicable
enum.tax_reg_number_base.label.name.abn,ABN,ABN,ABN
enum.item_price_base.period_unit.name.day,日,Day,Day
enum.payment_method_base.type.name.ideal,IDEAL,IDEAL,iDEAL Payments.
enum.credit_card_base.status.name.expiring,即将到期,Expiring,A card which is expiring in the current month.
enum.tax_reg_number_base.label.name.vat_reg_no,增值税登记号,VAT Reg # ,VAT Reg # 
enum.tax_reg_number_base.label.name.gst_reg_no,消费税注册号,GST Reg  #,GST Reg  #
enum.credit_note_base.status.name.refunded,已退款,Refunded,When the entire credits (Credit Note amount) have been used (i.e either allocated to invoices or refunded).
enum.transaction_base.payment_method.name.ach_credit,ACH信用,ACH Credit,ACH Credit
enum.quote_base.status.name.closed,关闭,Closed,Closed
enum.subscription_base.state.name.future,未来,Future,The subscription is scheduled to start at a future date.
enum.plan_base.period_unit.name.week,星期,Week,Charge based on week(s)
enum.tax_reg_number_base.label.name.vat_no,增值税号,VAT #,VAT #
enum.transaction_base.payment_method.name.sepa_credit,SEPA抵免额,SEPA Credit,SEPA Credit
enum.public_card_error_code.name.general_err,处理付款方式时出现问题。请验证您的付款方式详细信息。,Problem while processing your payment method. Please verify your payment method details.,Problem while processing your payment method. Please verify your payment method details.
enum.quote_base.status.name.open,打开,Open,Open
enum.plan_base.period_unit.name.month,月,Month,Charge based on month(s)
enum.public_card_error_code.name.addr_error,卡的地址验证失败。请更新地址，然后重试。,Address validation failed for your card. Please update the address and try again.,Address validation failed for your card. Please update the address and try again.
enum.transaction_failure_reason.name.amount_related,资金/限额发行,Fund / Limit Issue,Fund / Limit Issue
enum.payment_method_base.type.name.apple_pay,Apple Pay,Apple Pay,Apple Pay Payments.
enum.transaction_base.payment_method.name.giropay,giropay,giropay,giropay
enum.tax_reg_number_base.label.name.qst,QST注册号,QST Reg #,QST Reg #
enum.credit_card_base.funding_type.name.not_applicable,不适用,Not Applicable,Used for ACH. Not applicable for cards
enum.credit_card_base.card_type.name.discover,发现,Discover,A Discover card.
enum.transaction_base.payment_method.name.dotpay,Dotpay,Dotpay,Dotpay
enum.pricing_model.name.volume,体积,Volume,There are quantity tiers for which per unit prices are set. Quantities are purchased from successive tiers.
enum.line_item_base.type.name.plan_charge,计划费用,Plan Charge,Plan Charge
enum.credit_card_base.funding_type.name.prepaid,预付,Prepaid,A prepaid card.
enum.bank_account_base.account_type.name.not_applicable,不适用,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.credit_note_base.reason_code.name.order_change,订单变更,Order Change,Order Change
enum.plan_base.trial_period_unit.name.month,月,Month,In months
enum.public_card_error_code.name.paypal_ec_agreement_canceled,访问您的贝宝帐户时，我们遇到了问题。,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.line_item_base.type.name.addon_prorated_charge,插件按比例收费,Addon Prorated Charge,Addon Prorated Charge
enum.line_item_base.type.name.offer_credit,提供信用,Offer Credit,Offer Credit
enum.payment_method_base.type.name.amazon_payments,Amazon Payments,Amazon Payments,Payments made via Amazon Payments.
enum.tax_reg_number_base.label.name.hst,HST注册号,HST Reg #,HST Reg #
enum.payment_method_base.type.name.dotpay,Dotpay,Dotpay,Dotpay Payments.
enum.public_card_error_code.name.gocardless_flow_completed,您的直接付款授权已取消。请更改付款方式，然后重新设置。,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.
enum.line_item_base.type.name.plan_prorated_charge,计划按比例收费,Plan Prorated Charge,Plan Prorated Charge
enum.public_card_error_code.name.expired_card,您的卡已过期。请更新您的卡。,Your card is expired. Please update your card.,Your card is expired. Please update your card.
enum.subscription_base.state.name.in_trial,试用中,In Trial,The subscription is in trial.
enum.payment_method_base.type.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay Payments
enum.invoice_base.status.name.paid,有薪酬的,Paid,Indicates a paid invoice.
enum.public_card_error_code.name.gw_result_unknown,处理您的卡时发生错误。请联系支持。,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.payment_method_base.type.name.giropay,giropay,giropay,giropay Payments.
enum.credit_card_base.status.name.valid,有效的,Valid,A valid and active credit card
enum.credit_note_base.status.name.adjusted,调整后,Adjusted,When the Credit Note has been adjusted against an invoice.
enum.transaction_failure_reason.name.billing_aggrement_issue,结算协议问题,Billing Agreement issue,Billing Agreement issue
enum.public_card_error_code.name.amz_general_err,使用您的亚马逊帐户时遇到问题。请重试或更改付款方式。,Encountered a problem while using your amazon account. Please try again or change the payment method.,Encountered a problem while using your amazon account. Please try again or change the payment method.
enum.transaction_base.payment_method.name.ideal,IDEAL,IDEAL,IDEAL
enum.public_card_error_code.name.card_type_not_supported,不支持您的卡类型。请尝试另一张卡。,Your card type is not supported. Please try another card.,Your card type is not supported. Please try another card.
enum.pricing_model.name.stairstep,阶梯,Stairstep,A quantity-based pricing scheme. The item is charged a fixed price based on the tier that the total quantity falls in.
enum.pricing_model.name.flat_fee,固定费用,Flat Fee,A fixed price that is not quantity-based.
enum.invoice_base.status.name.upcoming,即将来临,Upcoming,Current open invoice containing the charges & adjustments for the upcoming term.
enum.bank_account_base.account_holder_type.name.not_applicable,不适用,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.transaction_base.payment_method.name.google_pay,Google Pay,Google Pay,Google Pay
enum.line_item_base.type.name.round_off,四舍五入,Round off,Round off
enum.credit_note_base.reason_code.name.order_cancellation,取消订单,Order Cancellation,Order Cancellation
enum.subscription_base.state.name.paused,已暂停,Paused,"The subscription is <a href=""https://www.chargebee.com/docs/2.0/pause-subscription.html"" target=""_blank"">paused</a>. The subscription will not renew while in this state."
enum.invoice_customization_base.tax_reg_no_label.name.gst_reg_no,消费税注册号,GST Reg  #,GST Reg  #
enum.tax_reg_number_base.label.name.pst,PST注册号,PST Reg #,PST Reg #
enum.line_item_base.type.name.final_credit_correction,最终信用更正,Final Credit Correction,Final Credit Correction
enum.invoice_customization_base.invoice_title.name.tax_invoice,税务发票,TAX INVOICE,TAX INVOICE
enum.transaction_base.payment_method.name.card,卡片,Card,Card
enum.transaction_base.payment_method.name.cash,现金,Cash,Cash
enum.bank_account_base.account_holder_type.name.company,公司,Company,Company
enum.credit_card_base.status.name.expired,已到期,Expired,An expired card
enum.credit_card_base.funding_type.name.not_known,未知,Not known,An unknown card.
enum.payment_method_base.type.name.sofort,Sofort,Sofort,Sofort Payments.
enum.invoice_base.status.name.empty,空的,Empty,Empty
enum.pricing_model.name.per_unit,每单位,Per Unit,A fixed price per unit quantity.
enum.invoice_customization_base.tax_reg_no_label.name.abn,ABN,ABN,ABN
enum.line_item_base.type.name.non_recurring_charge,非经常性费用,Non Recurring Charge,Non Recurring Charge
enum.transaction_base.payment_method.name.direct_debit,直接付款,Direct Debit,Direct Debit
enum.credit_card_base.card_type.name.diners_club,Diners Club,Diners Club,A Diner's Club card.
enum.quote_base.status.name.declined,拒绝,Declined,Declined.
enum.tax_reg_number_base.label.name.tax_reg_no,税务登记号,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.cn_title.name.refund,退款,REFUND,REFUND
enum.item_price_base.period_unit.name.year,年,Year,Year
enum.invoice_base.status.name.voided,虚空,Voided,Indicates a voided invoice.
enum.payment_method_base.type.name.generic,通用的,Generic,Generic Payment Method.
enum.quote_base.status.name.accepted,公认,Accepted,Accepted.
enum.transaction_base.payment_method.name.unionpay,Unionpay,Unionpay,Unionpay
enum.public_card_error_code.name.cvv_error,您的卡的安全码验证失败。请更新CVV，然后重试。,Security Code validation failed for your card. Please update the CVV and try again.,Security Code validation failed for your card. Please update the CVV and try again.
enum.bank_account_base.account_type.name.business_checking,业务检查,Business Checking,Business Checking Account
enum.quote_base.status.name.rejected,被拒绝,Rejected,Rejected.
enum.plan_base.period_unit.name.day,日,Day,Charge based on day(s)
enum.transaction_failure_reason.name.avs_issue,地址验证失败,Address validation failure,Address validation failure
enum.payment_method_base.type.name.google_pay,Google Pay,Google Pay,Google Pay Payments.
enum.transaction_failure_reason.name.temporary_processing_issue,临时处理问题,Temporary processing issue,Temporary processing issue
enum.credit_note_base.reason_code.name.subscription_pause,订阅暂停,Subscription Pause,This reason will be automatically set to credit notes created during pause/resume subscription operation.
enum.invoice_base.status.name.not_paid,未支付,Not Paid,Indicates the payment is not made and all attempts to collect is failed.
enum.payment_method_base.type.name.alipay,Alipay,Alipay,Alipay Payments.
enum.transaction_failure_reason.name.time_out,暂停,Time out,Time out
enum.invoice_customization_base.tax_reg_no_label.name.tax_reg_no,税务登记号,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.invoice_title.name.invoice,发票,INVOICE,INVOICE
enum.payment_method_base.type.name.unionpay,Unionpay,Unionpay,UnionPay Payments.
enum.credit_card_base.status.name.pending_verification,等待确认,Pending Verification,The payment method need's to be verified. Added for Stripe ACH
enum.invoice_base.status.name.to_collect,收集中,Collecting,Collecting
enum.transaction_base.payment_method.name.check,查看,Check,Check
enum.public_card_error_code.name.card_declined,您的信用卡遭到拒绝。,Your card was declined.,Your card was declined.
enum.transaction_base.payment_method.name.chargeback,退款,Chargeback,"Only applicable for a transaction of <code><a href=""transactions#transaction_type"">type</a></code> = <code>refund</code>. This value is set by Chargebee when an automated <a href=""https://www.chargebee.com/docs/chargeback.html#chargeback-process"" rel=""noopener noreferrer"" target=""_blank"">chargeback</a> occurs. You can also set this explicitly when <a href=""transactions#record_an_offline_refund"">recording a refund</a>."
