key,value,reference value,description
enum.public_card_error_code.name.amz_agreement_declined,Выбранный вами способ оплаты в Amazon был отклонен. Обновите его и попробуйте еще раз.,Your selected payment method in amazon was declined. Please update it and try again.,Your selected payment method in amazon was declined. Please update it and try again.
enum.transaction_failure_reason.name.card_barred,Утерянная / закрытая / заблокированная карта,Lost / Closed / Blocked Card,Lost / Closed / Blocked Card
enum.credit_card_base.card_type.name.american_express,Американский экспресс,American Express,An American Express card.
enum.line_item_base.type.name.fractional_correction,Дробная коррекция,Fractional Correction,Fractional Correction
enum.credit_card_base.funding_type.name.credit,Кредит,Credit,A credit card.
enum.contract_term_base.action_at_term_end.name.evergreen,"Контракт истекает, подписка продолжает продлеваться","Contract ends, subscription continues to renew",Contract term completes and the subscription renews.
enum.credit_card_base.card_type.name.mastercard,MasterCard,MasterCard,A MasterCard.
enum.bank_account_base.account_holder_type.name.individual,Физическое лицо,Individual,Individual
enum.bank_account_base.account_type.name.checking,Проверка,Checking,Checking Account
enum.invoice_customization_base.cn_title.name.credit_note,КРЕДИТНАЯ ИНФОРМАЦИЯ,CREDIT NOTE,CREDIT NOTE
enum.transaction_base.payment_method.name.bancontact,Bancontact,Bancontact,Bancontact
enum.credit_card_base.card_type.name.other,Другой,Other,Card belonging to types other than those listed above.
enum.credit_note_base.reason_code.name.write_off,Списать,Write Off,"This reason will be set automatically for the Credit Notes created during invoice <a target=""_blank"" href=""https://www.chargebee.com/docs/invoice-operations.html#write-off"">Write Off</a> operation."
enum.credit_note_base.reason_code.name.fraudulent,МОШЕННИЧЕСТВО,FRAUDULENT,FRAUDULENT
enum.credit_note_base.reason_code.name.service_unsatisfactory,Неудовлетворительное обслуживание,Service Unsatisfactory,Service Unsatisfactory
enum.transaction_failure_reason.name.fraud,Карта мошенничества,Fraud card,Fraud card
enum.quote_setting_base.quote_title.name.proforma_invoice,СЧЕТ НАКЛАДНОЙ,PROFORMA INVOICE,PROFORMA INVOICE
enum.item_price_base.trial_period_unit.name.day,День,Day,Day
enum.credit_card_base.funding_type.name.debit,Дебет,Debit,A debit card.
enum.pricing_model.name.tiered,Многоуровневый,Tiered,The per unit price is based on the tier that the total quantity falls in.
enum.credit_card_base.card_type.name.not_applicable,Непригодный,Not Applicable,Used for offline entries in transactions. Not applicable for cards
enum.transaction_failure_reason.name.card_expired,Срок действия карты истек,Card Expired,Card Expired
enum.item_price_base.period_unit.name.month,Месяц,Month,Month
enum.line_item_base.type.name.credit_adjustments,Кредитные корректировки,Credit Adjustments,Credit Adjustments
enum.transaction_failure_reason.name.contact_details_required,Неверные контактные данные,Invalid Contact details,Invalid Contact details
enum.credit_note_base.reason_code.name.product_unsatisfactory,Неудовлетворительный продукт,Product Unsatisfactory,Product Unsatisfactory
enum.transaction_base.payment_method.name.paypal_express_checkout,Paypal Express Checkout,Paypal Express Checkout,Paypal Express Checkout
enum.credit_note_base.status.name.voided,Аннулирован,Voided,When the Credit Note has been cancelled.
enum.subscription_base.state.name.active,Активный,Active,The subscription is active and will be charged for automatically based on the items in it.
enum.plan_base.trial_period_unit.name.day,День,Day,In days
enum.credit_card_base.card_type.name.visa,Visa,Visa,A Visa card.
enum.contract_term_base.action_at_term_end.name.renew_once,Отменяется в конце следующего срока контракта,Cancels at end of next contract term,"Used when you want to renew the contract term just once. Does the following: <li>Contract term completes and a new contract term is started for the number of billing cycles specified in <a href=""subscriptions#create_subscription_for_customer_contract_term_billing_cycle_on_renewal""><code>contract_billing_cycle_on_renewal</code></a>.</li><li>The <code>action_at_term_end</code> for the new contract term is set to <code>cancel</code>.</li></ul>"
enum.transaction_failure_reason.name.invalid_payment_method,Неверный способ оплаты,Invalid Payment Method,Invalid Payment Method
enum.credit_note_base.status.name.refund_due,Возврат из-за,Refund Due,"When the credits are yet to be used, or have been partially used."
enum.line_item_base.type.name.non_recurring_addon_charge,Единовременная плата за аддон,Non Recurring Addon Charge,Non Recurring Addon Charge
enum.bank_account_base.account_type.name.unknown,Неизвестный,Unknown,Bank Account Type is not set at the gateway
enum.credit_card_base.card_type.name.jcb,JCB,JCB,A JCB card.
enum.transaction_base.payment_method.name.other,Другой,Other,Payment Methods other than the above types
enum.payment_method_base.type.name.direct_debit,Прямой дебет,Direct Debit,Represents bank account for which the direct debit or ACH agreement/mandate is created.
enum.public_card_error_code.name.gw_timeout,"Платежная система не ответила вовремя. Пожалуйста, попробуйте через некоторое время.",The payment system did not respond in time. Please try after some time.,The payment system did not respond in time. Please try after some time.
enum.credit_card_base.status.name.invalid,Недействительным,Invalid,The billing agreement cannot be used. It might become valid again either automatically or due to  customer action.
enum.subscription_base.state.name.cancelled,Отменено,Cancelled,The subscription has been canceled and is no longer in service.
enum.quote_base.status.name.converting,Преобразование,Converting,Converting
enum.credit_note_base.reason_code.name.subscription_change,Изменение подписки,Subscription Change,"This reason will be set automatically for Credit Notes created during Change Subscription operation when <a target=""_blank"" href=""https://www.chargebee.com/docs/proration.html"">proration</a> is enabled"
enum.quote_setting_base.quote_title.name.quote,ЦИТИРОВАТЬ,QUOTE,QUOTE
enum.credit_note_base.reason_code.name.waiver,Отказ,Waiver,Waiver
enum.line_item_base.type.name.tax,Налог,Tax,Tax
enum.transaction_base.payment_method.name.apple_pay,Apple Pay,Apple Pay,Apple Pay
enum.invoice_base.status.name.payment_due,Заплатить до,Payment Due,Indicates the payment is not yet collected and is being retried as per retry settings.
enum.payment_method_base.type.name.sepa_credit,SEPA Credit,SEPA Credit,SEPA Credit Transfer.
enum.payment_method_base.type.name.ach_credit,ACH Кредит,ACH Credit,ACH Credit Transfer.
enum.line_item_base.type.name.plan_setup_charge,Плата за установку плана,Plan Setup Charge,Plan Setup Charge
enum.transaction_failure_reason.name.cvv_issue,Проблема с CVV,CVV issue,CVV issue
enum.item_price_base.period_unit.name.week,Неделя,Week,Week
enum.transaction_base.payment_method.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay
enum.line_item_base.type.name.charge_item_price,Цена предмета начисления,Charge Item Price,Charge Item Price
enum.line_item_base.type.name.charge,Обвинять,Charge,Charge
enum.public_card_error_code.name.gw_server_error,Произошла ошибка при обработке вашей карты. Обратитесь в службу поддержки.,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.line_item_base.type.name.addon_charge,Дополнительная плата,Addon Charge,Addon Charge
enum.quote_base.status.name.invoiced,Выставлен счет,Invoiced,Invoiced
enum.transaction_base.payment_method.name.bank_transfer,Банковский перевод,Bank Transfer,Bank Transfer
enum.public_card_error_code.name.gw_invalid_configuration,Произошла ошибка при обработке вашей карты. Обратитесь в службу поддержки.,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.credit_note_base.reason_code.name.subscription_cancellation,Отмена подписки,Subscription Cancellation,This reason will be set automatically for Credit Notes created during cancel subscription operation
enum.transaction_base.payment_method.name.amazon_payments,Amazon Payments,Amazon Payments,Amazon Payments
enum.invoice_customization_base.tax_reg_no_label.name.vat_reg_no,НДС регистрационный номер,VAT Reg # ,VAT Reg # 
enum.line_item_base.type.name.plan_item_price,Цена элемента плана,Plan Item Price,Plan Item Price
enum.transaction_base.payment_method.name.alipay,Alipay,Alipay,Alipay
enum.public_card_error_code.name.amz_agreement_rejected,"Невозможно использовать вашу учетную запись Amazon. Пожалуйста, выберите другой способ оплаты.",Unable to use your amazon account. Please select a different payment method.,Unable to use your amazon account. Please select a different payment method.
enum.bank_account_base.account_type.name.savings,Экономия,Savings,Savings Account
enum.credit_note_base.reason_code.name.other,Другой,Other,Can be set when none of the above reason codes are applicable
enum.tax_reg_number_base.label.name.abn,ABN,ABN,ABN
enum.item_price_base.period_unit.name.day,День,Day,Day
enum.payment_method_base.type.name.ideal,IDEAL,IDEAL,iDEAL Payments.
enum.credit_card_base.status.name.expiring,Срок действия истекает,Expiring,A card which is expiring in the current month.
enum.tax_reg_number_base.label.name.vat_reg_no,НДС регистрационный номер,VAT Reg # ,VAT Reg # 
enum.tax_reg_number_base.label.name.gst_reg_no,Регистрационный номер GST,GST Reg  #,GST Reg  #
enum.credit_note_base.status.name.refunded,Возвращено,Refunded,When the entire credits (Credit Note amount) have been used (i.e either allocated to invoices or refunded).
enum.transaction_base.payment_method.name.ach_credit,ACH Кредит,ACH Credit,ACH Credit
enum.quote_base.status.name.closed,Закрыто,Closed,Closed
enum.subscription_base.state.name.future,Будущее,Future,The subscription is scheduled to start at a future date.
enum.plan_base.period_unit.name.week,Неделя,Week,Charge based on week(s)
enum.tax_reg_number_base.label.name.vat_no,Номер НДС,VAT #,VAT #
enum.transaction_base.payment_method.name.sepa_credit,SEPA Credit,SEPA Credit,SEPA Credit
enum.public_card_error_code.name.general_err,"Проблема при обработке вашего способа оплаты. Пожалуйста, подтвердите информацию о вашем способе оплаты.",Problem while processing your payment method. Please verify your payment method details.,Problem while processing your payment method. Please verify your payment method details.
enum.quote_base.status.name.open,Открытым,Open,Open
enum.plan_base.period_unit.name.month,Месяц,Month,Charge based on month(s)
enum.public_card_error_code.name.addr_error,Ошибка проверки адреса для вашей карты. Обновите адрес и попробуйте еще раз.,Address validation failed for your card. Please update the address and try again.,Address validation failed for your card. Please update the address and try again.
enum.transaction_failure_reason.name.amount_related,Проблема с фондом / лимитом,Fund / Limit Issue,Fund / Limit Issue
enum.payment_method_base.type.name.apple_pay,Apple Pay,Apple Pay,Apple Pay Payments.
enum.transaction_base.payment_method.name.giropay,giropay,giropay,giropay
enum.tax_reg_number_base.label.name.qst,Регистрационный номер QST,QST Reg #,QST Reg #
enum.credit_card_base.funding_type.name.not_applicable,Непригодный,Not Applicable,Used for ACH. Not applicable for cards
enum.credit_card_base.card_type.name.discover,Обнаружить,Discover,A Discover card.
enum.transaction_base.payment_method.name.dotpay,Dotpay,Dotpay,Dotpay
enum.pricing_model.name.volume,Объем,Volume,There are quantity tiers for which per unit prices are set. Quantities are purchased from successive tiers.
enum.line_item_base.type.name.plan_charge,Плата за тарифный план,Plan Charge,Plan Charge
enum.credit_card_base.funding_type.name.prepaid,Предоплата,Prepaid,A prepaid card.
enum.bank_account_base.account_type.name.not_applicable,Непригодный,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.credit_note_base.reason_code.name.order_change,Изменение заказа,Order Change,Order Change
enum.plan_base.trial_period_unit.name.month,Месяц,Month,In months
enum.public_card_error_code.name.paypal_ec_agreement_canceled,Мы столкнулись с проблемой при доступе к вашей учетной записи PayPal.,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.line_item_base.type.name.addon_prorated_charge,Аддон с пропорциональной оплатой,Addon Prorated Charge,Addon Prorated Charge
enum.line_item_base.type.name.offer_credit,Предложить кредит,Offer Credit,Offer Credit
enum.payment_method_base.type.name.amazon_payments,Amazon Payments,Amazon Payments,Payments made via Amazon Payments.
enum.tax_reg_number_base.label.name.hst,Регистрационный номер HST,HST Reg #,HST Reg #
enum.payment_method_base.type.name.dotpay,Dotpay,Dotpay,Dotpay Payments.
enum.public_card_error_code.name.gocardless_flow_completed,"Ваш мандат на прямой дебет отменен. Пожалуйста, измените способ оплаты и настройте его снова.",Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.
enum.line_item_base.type.name.plan_prorated_charge,Планируйте пропорциональную оплату,Plan Prorated Charge,Plan Prorated Charge
enum.public_card_error_code.name.expired_card,"Срок действия вашей карты истек. Пожалуйста, обновите вашу карту.",Your card is expired. Please update your card.,Your card is expired. Please update your card.
enum.subscription_base.state.name.in_trial,В процессе,In Trial,The subscription is in trial.
enum.payment_method_base.type.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay Payments
enum.invoice_base.status.name.paid,Оплаченный,Paid,Indicates a paid invoice.
enum.public_card_error_code.name.gw_result_unknown,Произошла ошибка при обработке вашей карты. Обратитесь в службу поддержки.,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.payment_method_base.type.name.giropay,giropay,giropay,giropay Payments.
enum.credit_card_base.status.name.valid,Действительный,Valid,A valid and active credit card
enum.credit_note_base.status.name.adjusted,Скорректировано,Adjusted,When the Credit Note has been adjusted against an invoice.
enum.transaction_failure_reason.name.billing_aggrement_issue,Проблема с соглашением о выставлении счетов,Billing Agreement issue,Billing Agreement issue
enum.public_card_error_code.name.amz_general_err,Возникла проблема при использовании учетной записи Amazon. Повторите попытку или измените способ оплаты.,Encountered a problem while using your amazon account. Please try again or change the payment method.,Encountered a problem while using your amazon account. Please try again or change the payment method.
enum.transaction_base.payment_method.name.ideal,IDEAL,IDEAL,IDEAL
enum.public_card_error_code.name.card_type_not_supported,"Тип вашей карты не поддерживается. Пожалуйста, попробуйте другую карту.",Your card type is not supported. Please try another card.,Your card type is not supported. Please try another card.
enum.pricing_model.name.stairstep,Лестница,Stairstep,A quantity-based pricing scheme. The item is charged a fixed price based on the tier that the total quantity falls in.
enum.pricing_model.name.flat_fee,Фиксированная плата,Flat Fee,A fixed price that is not quantity-based.
enum.invoice_base.status.name.upcoming,Предстоящие,Upcoming,Current open invoice containing the charges & adjustments for the upcoming term.
enum.bank_account_base.account_holder_type.name.not_applicable,Непригодный,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.transaction_base.payment_method.name.google_pay,Google Pay,Google Pay,Google Pay
enum.line_item_base.type.name.round_off,Округлять,Round off,Round off
enum.credit_note_base.reason_code.name.order_cancellation,Аннулирование заказа,Order Cancellation,Order Cancellation
enum.subscription_base.state.name.paused,Приостановлено,Paused,"The subscription is <a href=""https://www.chargebee.com/docs/2.0/pause-subscription.html"" target=""_blank"">paused</a>. The subscription will not renew while in this state."
enum.invoice_customization_base.tax_reg_no_label.name.gst_reg_no,Регистрационный номер GST,GST Reg  #,GST Reg  #
enum.tax_reg_number_base.label.name.pst,Регистрационный номер PST,PST Reg #,PST Reg #
enum.line_item_base.type.name.final_credit_correction,Окончательная кредитная корректировка,Final Credit Correction,Final Credit Correction
enum.invoice_customization_base.invoice_title.name.tax_invoice,НАЛОГОВАЯ НАКЛАДНАЯ,TAX INVOICE,TAX INVOICE
enum.transaction_base.payment_method.name.card,Открытка,Card,Card
enum.transaction_base.payment_method.name.cash,Наличные,Cash,Cash
enum.bank_account_base.account_holder_type.name.company,Компания,Company,Company
enum.credit_card_base.status.name.expired,Истекший,Expired,An expired card
enum.credit_card_base.funding_type.name.not_known,Неизвестный,Not known,An unknown card.
enum.payment_method_base.type.name.sofort,Sofort,Sofort,Sofort Payments.
enum.invoice_base.status.name.empty,Пустой,Empty,Empty
enum.pricing_model.name.per_unit,На единицу,Per Unit,A fixed price per unit quantity.
enum.invoice_customization_base.tax_reg_no_label.name.abn,ABN,ABN,ABN
enum.line_item_base.type.name.non_recurring_charge,Единовременная оплата,Non Recurring Charge,Non Recurring Charge
enum.transaction_base.payment_method.name.direct_debit,Прямой дебет,Direct Debit,Direct Debit
enum.credit_card_base.card_type.name.diners_club,Diners Club,Diners Club,A Diner's Club card.
enum.quote_base.status.name.declined,Отклоненный,Declined,Declined.
enum.tax_reg_number_base.label.name.tax_reg_no,Регистрационный номер налогоплательщика,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.cn_title.name.refund,ВОЗВРАЩАТЬ ДЕНЬГИ,REFUND,REFUND
enum.item_price_base.period_unit.name.year,Год,Year,Year
enum.invoice_base.status.name.voided,Аннулирован,Voided,Indicates a voided invoice.
enum.payment_method_base.type.name.generic,Общий,Generic,Generic Payment Method.
enum.quote_base.status.name.accepted,Принятый,Accepted,Accepted.
enum.transaction_base.payment_method.name.unionpay,Unionpay,Unionpay,Unionpay
enum.public_card_error_code.name.cvv_error,Ошибка проверки кода безопасности для вашей карты. Обновите CVV и попробуйте еще раз.,Security Code validation failed for your card. Please update the CVV and try again.,Security Code validation failed for your card. Please update the CVV and try again.
enum.bank_account_base.account_type.name.business_checking,Проверка бизнеса,Business Checking,Business Checking Account
enum.quote_base.status.name.rejected,Отклоненный,Rejected,Rejected.
enum.plan_base.period_unit.name.day,День,Day,Charge based on day(s)
enum.transaction_failure_reason.name.avs_issue,Ошибка проверки адреса,Address validation failure,Address validation failure
enum.payment_method_base.type.name.google_pay,Google Pay,Google Pay,Google Pay Payments.
enum.transaction_failure_reason.name.temporary_processing_issue,Временная проблема с обработкой,Temporary processing issue,Temporary processing issue
enum.credit_note_base.reason_code.name.subscription_pause,Подписка приостановлена,Subscription Pause,This reason will be automatically set to credit notes created during pause/resume subscription operation.
enum.invoice_base.status.name.not_paid,Не выплачивается,Not Paid,Indicates the payment is not made and all attempts to collect is failed.
enum.payment_method_base.type.name.alipay,Alipay,Alipay,Alipay Payments.
enum.transaction_failure_reason.name.time_out,Тайм-аут,Time out,Time out
enum.invoice_customization_base.tax_reg_no_label.name.tax_reg_no,Регистрационный номер налогоплательщика,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.invoice_title.name.invoice,СЧЕТ,INVOICE,INVOICE
enum.payment_method_base.type.name.unionpay,Unionpay,Unionpay,UnionPay Payments.
enum.credit_card_base.status.name.pending_verification,ожидает подтвержения,Pending Verification,The payment method need's to be verified. Added for Stripe ACH
enum.invoice_base.status.name.to_collect,Сбор,Collecting,Collecting
enum.transaction_base.payment_method.name.check,Проверять,Check,Check
enum.public_card_error_code.name.card_declined,Ваша карта была отклонена.,Your card was declined.,Your card was declined.
enum.transaction_base.payment_method.name.chargeback,Возвратный платеж,Chargeback,"Only applicable for a transaction of <code><a href=""transactions#transaction_type"">type</a></code> = <code>refund</code>. This value is set by Chargebee when an automated <a href=""https://www.chargebee.com/docs/chargeback.html#chargeback-process"" rel=""noopener noreferrer"" target=""_blank"">chargeback</a> occurs. You can also set this explicitly when <a href=""transactions#record_an_offline_refund"">recording a refund</a>."
