key,value,reference value,description
enum.bank_account_base.account_type.name.savings,Opsparing,Savings,Savings Account
enum.credit_note_base.reason_code.name.other,Andet,Other,Can be set when none of the above reason codes are applicable
enum.tax_reg_number_base.label.name.abn,ABN,ABN,ABN
enum.item_price_base.period_unit.name.day,Dag,Day,Day
enum.payment_method_base.type.name.ideal,IDEAL,IDEAL,iDEAL Payments.
enum.credit_card_base.status.name.expiring,Udløber,Expiring,A card which is expiring in the current month.
enum.tax_reg_number_base.label.name.vat_reg_no,Momsregistreringsnummer,VAT Reg # ,VAT Reg # 
enum.tax_reg_number_base.label.name.gst_reg_no,GST-registreringsnummer,GST Reg  #,GST Reg  #
enum.credit_note_base.status.name.refunded,Refunderet,Refunded,When the entire credits (Credit Note amount) have been used (i.e either allocated to invoices or refunded).
enum.transaction_base.payment_method.name.ach_credit,ACH-kredit,ACH Credit,ACH Credit
enum.quote_base.status.name.closed,Lukket,Closed,Closed
enum.subscription_base.state.name.future,Fremtid,Future,The subscription is scheduled to start at a future date.
enum.plan_base.period_unit.name.week,Uge,Week,Charge based on week(s)
enum.tax_reg_number_base.label.name.vat_no,Momsnummer,VAT #,VAT #
enum.transaction_base.payment_method.name.sepa_credit,SEPA-kredit,SEPA Credit,SEPA Credit
enum.public_card_error_code.name.general_err,Problem under behandling af din betalingsmetode. Bekræft dine betalingsmetodoplysninger.,Problem while processing your payment method. Please verify your payment method details.,Problem while processing your payment method. Please verify your payment method details.
enum.quote_base.status.name.open,Åben,Open,Open
enum.plan_base.period_unit.name.month,Måned,Month,Charge based on month(s)
enum.public_card_error_code.name.addr_error,"Adressevalidering mislykkedes for dit kort. Opdater adressen, og prøv igen.",Address validation failed for your card. Please update the address and try again.,Address validation failed for your card. Please update the address and try again.
enum.transaction_failure_reason.name.amount_related,Udstedelse af fond / grænse,Fund / Limit Issue,Fund / Limit Issue
enum.payment_method_base.type.name.apple_pay,Apple Pay,Apple Pay,Apple Pay Payments.
enum.transaction_base.payment_method.name.giropay,giropay,giropay,giropay
enum.tax_reg_number_base.label.name.qst,QST registreringsnummer,QST Reg #,QST Reg #
enum.credit_card_base.funding_type.name.not_applicable,Ikke anvendelig,Not Applicable,Used for ACH. Not applicable for cards
enum.credit_card_base.card_type.name.discover,Opdage,Discover,A Discover card.
enum.transaction_base.payment_method.name.dotpay,Dotpay,Dotpay,Dotpay
enum.pricing_model.name.volume,Bind,Volume,There are quantity tiers for which per unit prices are set. Quantities are purchased from successive tiers.
enum.line_item_base.type.name.plan_charge,Planlæg opladning,Plan Charge,Plan Charge
enum.credit_card_base.funding_type.name.prepaid,Forudbetalt,Prepaid,A prepaid card.
enum.bank_account_base.account_type.name.not_applicable,Ikke anvendelig,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.credit_note_base.reason_code.name.order_change,Ordreændring,Order Change,Order Change
enum.plan_base.trial_period_unit.name.month,Måned,Month,In months
enum.public_card_error_code.name.paypal_ec_agreement_canceled,Vi har stødt på et problem under adgang til din PayPal-konto.,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.line_item_base.type.name.addon_prorated_charge,Addor-forholdsmæssig afgift,Addon Prorated Charge,Addon Prorated Charge
enum.line_item_base.type.name.offer_credit,Tilbyd kredit,Offer Credit,Offer Credit
enum.payment_method_base.type.name.amazon_payments,Amazon Payments,Amazon Payments,Payments made via Amazon Payments.
enum.tax_reg_number_base.label.name.hst,HST registreringsnummer,HST Reg #,HST Reg #
enum.payment_method_base.type.name.dotpay,Dotpay,Dotpay,Dotpay Payments.
enum.public_card_error_code.name.gocardless_flow_completed,"Dit mandat til direkte debitering er annulleret. Skift betalingsmetode, og konfigurer den igen.",Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.
enum.line_item_base.type.name.plan_prorated_charge,Planlæg forholdsmæssigt gebyr,Plan Prorated Charge,Plan Prorated Charge
enum.public_card_error_code.name.expired_card,Dit kort er udløbet. Opdater dit kort.,Your card is expired. Please update your card.,Your card is expired. Please update your card.
enum.subscription_base.state.name.in_trial,I retssagen,In Trial,The subscription is in trial.
enum.payment_method_base.type.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay Payments
enum.invoice_base.status.name.paid,Betalt,Paid,Indicates a paid invoice.
enum.public_card_error_code.name.gw_result_unknown,Der opstod en fejl under behandlingen af ​​dit kort. Kontakt support.,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.payment_method_base.type.name.giropay,giropay,giropay,giropay Payments.
enum.credit_card_base.status.name.valid,Gyldig,Valid,A valid and active credit card
enum.credit_note_base.status.name.adjusted,Justeret,Adjusted,When the Credit Note has been adjusted against an invoice.
enum.transaction_failure_reason.name.billing_aggrement_issue,Problem med faktureringsaftale,Billing Agreement issue,Billing Agreement issue
enum.public_card_error_code.name.amz_general_err,"Stødte på et problem, mens du bruger din Amazon-konto. Prøv igen, eller skift betalingsmetode.",Encountered a problem while using your amazon account. Please try again or change the payment method.,Encountered a problem while using your amazon account. Please try again or change the payment method.
enum.transaction_base.payment_method.name.ideal,IDEAL,IDEAL,IDEAL
enum.public_card_error_code.name.card_type_not_supported,Din korttype understøttes ikke. Prøv et andet kort.,Your card type is not supported. Please try another card.,Your card type is not supported. Please try another card.
enum.pricing_model.name.stairstep,Trappetrin,Stairstep,A quantity-based pricing scheme. The item is charged a fixed price based on the tier that the total quantity falls in.
enum.pricing_model.name.flat_fee,Flatgebyr,Flat Fee,A fixed price that is not quantity-based.
enum.invoice_base.status.name.upcoming,Kommende,Upcoming,Current open invoice containing the charges & adjustments for the upcoming term.
enum.bank_account_base.account_holder_type.name.not_applicable,Ikke anvendelig,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.transaction_base.payment_method.name.google_pay,Google Pay,Google Pay,Google Pay
enum.line_item_base.type.name.round_off,Afrunde,Round off,Round off
enum.credit_note_base.reason_code.name.order_cancellation,Annullering af ordre,Order Cancellation,Order Cancellation
enum.subscription_base.state.name.paused,Pauset,Paused,"The subscription is <a href=""https://www.chargebee.com/docs/2.0/pause-subscription.html"" target=""_blank"">paused</a>. The subscription will not renew while in this state."
enum.invoice_customization_base.tax_reg_no_label.name.gst_reg_no,GST-registreringsnummer,GST Reg  #,GST Reg  #
enum.tax_reg_number_base.label.name.pst,PST-registreringsnummer,PST Reg #,PST Reg #
enum.line_item_base.type.name.final_credit_correction,Endelig kreditkorrektion,Final Credit Correction,Final Credit Correction
enum.invoice_customization_base.invoice_title.name.tax_invoice,SKATTEFAKTURA,TAX INVOICE,TAX INVOICE
enum.transaction_base.payment_method.name.card,Kort,Card,Card
enum.transaction_base.payment_method.name.cash,Kontanter,Cash,Cash
enum.bank_account_base.account_holder_type.name.company,Selskab,Company,Company
enum.credit_card_base.status.name.expired,Udløbet,Expired,An expired card
enum.credit_card_base.funding_type.name.not_known,Ikke kendt,Not known,An unknown card.
enum.payment_method_base.type.name.sofort,Sofort,Sofort,Sofort Payments.
enum.invoice_base.status.name.empty,Tom,Empty,Empty
enum.pricing_model.name.per_unit,Pr. enhed,Per Unit,A fixed price per unit quantity.
enum.invoice_customization_base.tax_reg_no_label.name.abn,ABN,ABN,ABN
enum.line_item_base.type.name.non_recurring_charge,Engangsafgift,Non Recurring Charge,Non Recurring Charge
enum.transaction_base.payment_method.name.direct_debit,Direkte debitering,Direct Debit,Direct Debit
enum.credit_card_base.card_type.name.diners_club,Diners Club,Diners Club,A Diner's Club card.
enum.quote_base.status.name.declined,Afvist,Declined,Declined.
enum.tax_reg_number_base.label.name.tax_reg_no,Skatteregistreringsnummer,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.cn_title.name.refund,TILBAGEBETALE,REFUND,REFUND
enum.item_price_base.period_unit.name.year,År,Year,Year
enum.invoice_base.status.name.voided,Annulleret,Voided,Indicates a voided invoice.
enum.payment_method_base.type.name.generic,Generisk,Generic,Generic Payment Method.
enum.quote_base.status.name.accepted,Accepteret,Accepted,Accepted.
enum.transaction_base.payment_method.name.unionpay,Unionpay,Unionpay,Unionpay
enum.public_card_error_code.name.cvv_error,"Validering af sikkerhedskode mislykkedes for dit kort. Opdater CVV'en, og prøv igen.",Security Code validation failed for your card. Please update the CVV and try again.,Security Code validation failed for your card. Please update the CVV and try again.
enum.bank_account_base.account_type.name.business_checking,Forretningskontrol,Business Checking,Business Checking Account
enum.quote_base.status.name.rejected,Afvist,Rejected,Rejected.
enum.plan_base.period_unit.name.day,Dag,Day,Charge based on day(s)
enum.transaction_failure_reason.name.avs_issue,Adressevalideringsfejl,Address validation failure,Address validation failure
enum.payment_method_base.type.name.google_pay,Google Pay,Google Pay,Google Pay Payments.
enum.transaction_failure_reason.name.temporary_processing_issue,Problem med midlertidig behandling,Temporary processing issue,Temporary processing issue
enum.credit_note_base.reason_code.name.subscription_pause,Abonnement Pause,Subscription Pause,This reason will be automatically set to credit notes created during pause/resume subscription operation.
enum.invoice_base.status.name.not_paid,Ikke betalt,Not Paid,Indicates the payment is not made and all attempts to collect is failed.
enum.payment_method_base.type.name.alipay,Alipay,Alipay,Alipay Payments.
enum.transaction_failure_reason.name.time_out,Tiden er gået,Time out,Time out
enum.invoice_customization_base.tax_reg_no_label.name.tax_reg_no,Skatteregistreringsnummer,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.invoice_title.name.invoice,FAKTURA,INVOICE,INVOICE
enum.payment_method_base.type.name.unionpay,Unionpay,Unionpay,UnionPay Payments.
enum.credit_card_base.status.name.pending_verification,Afventer bekræftelse,Pending Verification,The payment method need's to be verified. Added for Stripe ACH
enum.invoice_base.status.name.to_collect,Indsamling,Collecting,Collecting
enum.transaction_base.payment_method.name.check,Kontrollere,Check,Check
enum.public_card_error_code.name.card_declined,Dit kort blev afvist.,Your card was declined.,Your card was declined.
enum.transaction_base.payment_method.name.chargeback,Tilbageførsel,Chargeback,"Only applicable for a transaction of <code><a href=""transactions#transaction_type"">type</a></code> = <code>refund</code>. This value is set by Chargebee when an automated <a href=""https://www.chargebee.com/docs/chargeback.html#chargeback-process"" rel=""noopener noreferrer"" target=""_blank"">chargeback</a> occurs. You can also set this explicitly when <a href=""transactions#record_an_offline_refund"">recording a refund</a>."
