key,value,reference value,description
hp.portal.ach_agree_details2,"Napsauttamalla alla olevaa painiketta vahvistat, että tässä suorissa maksuissa suoritettavassa ACH-veloituksen valtuutussopimuksessa antamasi tiedot ovat täydelliset, oikeat ja toimitetut yllä valittua tarkoitusta varten. Se on voimassa, kunnes ilmoitan %{merchant_name}, että haluan peruuttaa tämän valtuutuksen ottamalla yhteyttä %{merchant_email} tai %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above. It will remain in effect until I (we) notify %{merchant_name} that I (we) wish to revoke this authorization by contacting %{merchant_email} or %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above.  It will remain in effect until I (we) notify Chargebee that I (we) wish to revoke this authorization by contacting sam@example.com or 9898982345."
hp.bank_account.desc,Pankkitili,Bank Account,Bank Account label
hp.portal.date,Päivämäärä,Date,Date
hp.gocardless.redirect,Uudelleenohjaus suoraveloituspalveluntarjoajaan ...,Redirecting to Direct Debit Provider...,Redirecting to Direct Debit Provider... - info
hp.billing_period.year, %{period} vuotta,%{period} Years,2 Months
hp.copied,Kopioitu,Copied,Copied URL
hp.error.undetermined_vat_number,"ALV-numeron vahvistus epäonnistui, koska VIES-palvelu ei ole käytettävissä.",Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
apple_pay.label.charges,MAKSUT,CHARGES,Label for main line item amount
payment_method.info.amazon_payments,Amazon Payments -tili,Amazon Payments account,Amazon Payments account
hp.clientjs.invalid_coupon_code,Virheellinen kuponkikoodi,Invalid coupon code,Invalid coupon code
hp.error.undetermined_abn_number,"ABN: ää ei voida käsitellä, koska ABN-hakupalvelin ei toimi.",Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp.portal.ach_agreement,ACH-valtuutussopimus,ACH Authorization Agreement,ACH Authorization Agreement - Agreement label
hp.error.invalid_vat_number,Virheellinen ALV-numero,Invalid VAT Number,Invalid VAT Number
hp.portal.account,Tili,Account,Account user account label
hp.portal.manage,Hallitse,Manage,Portal account Manage label
hp.error.invalid_abn_number,Virheellinen ABN,Invalid ABN ,Invalid ABN
hp.billing_period.month, %{period} kuukautta,%{period} Months,2 Months
action_error.get,Pyyntösi käsittelyssä tapahtui virheitä,There were errors while processing your request,There were errors while processing your request
apple_pay.label.discount,ALENNUKSET,DISCOUNTS,Label for discount amount
hp.update_payment_method.details,Päivitetään maksutavan yksityiskohtia ...,Updating the payment method details...,Updating the payment method details...
payment_method.info.direct_debit_no_bank_name, %{last4_digits} päättyvä pankkitilin numero,bank account number ending with %{last4_digits},
hp.paypal.desc,"turvallisempi, helpompi tapa maksaa","The safer, easier way to pay","The safer, easier way to pay - one liner for paypal gateway payments"
hp.copy,Kopio,Copy,Copy URL
hp.portal.bank_account,pankkitili,bank account,bank account label
