key,value,reference value,description
hp.portal.ach_agree_details1,"С настоящото упълномощавам и искам %{merchant_name} да дебитира средства от моята (нашата) сметка в посочената финансова институция и да кредитира средствата. Аз (ние) упълномощавам %{merchant_name} да предприеме всички действия, необходими за коригиране на грешки.","I (We) hereby authorize and request %{merchant_name} to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize %{merchant_name} to take any and all action required to correct any errors.","I (We) hereby authorize and request Chargebee to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize Chargebee to take any and all action required to correct any errors."
hp.portal.ach_agree_details2,"С натискането на бутона по-долу вие удостоверявате, че информацията, която сте дали в това споразумение за разрешаване на дебит на ACH за директни плащания, е пълна, вярна и подадена за целта, избрана по-горе. Тя ще остане в сила, докато аз (ние) не уведомим %{merchant_name}, че (ние) искаме да отнемем това разрешение, като се свържем с %{merchant_email} или %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above. It will remain in effect until I (we) notify %{merchant_name} that I (we) wish to revoke this authorization by contacting %{merchant_email} or %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above.  It will remain in effect until I (we) notify Chargebee that I (we) wish to revoke this authorization by contacting sam@example.com or 9898982345."
hp.bank_account.desc,Банкова сметка,Bank Account,Bank Account label
hp.portal.date,Дата,Date,Date
hp.gocardless.redirect,Пренасочване към доставчик на директен дебит ...,Redirecting to Direct Debit Provider...,Redirecting to Direct Debit Provider... - info
hp.billing_period.year,%{period} години,%{period} Years,2 Months
hp.copied,Копирани,Copied,Copied URL
hp.error.undetermined_vat_number,"Не можа да се потвърди ДДС номерът, тъй като услугата VIES не е налична.",Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
apple_pay.label.charges,ОБВИНЕНИЯ,CHARGES,Label for main line item amount
payment_method.info.amazon_payments,Сметка в Amazon Payments,Amazon Payments account,Amazon Payments account
hp.clientjs.invalid_coupon_code,Невалиден код на талона,Invalid coupon code,Invalid coupon code
hp.error.undetermined_abn_number,"Не може да се обработи ABN, тъй като сървърът за търсене на ABN не работи.",Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp.portal.ach_agreement,Споразумение за разрешение на ACH,ACH Authorization Agreement,ACH Authorization Agreement - Agreement label
hp.error.invalid_vat_number,Невалиден ДДС номер,Invalid VAT Number,Invalid VAT Number
hp.portal.account,Сметка,Account,Account user account label
hp.portal.manage,Управление,Manage,Portal account Manage label
hp.error.invalid_abn_number,Невалиден ABN,Invalid ABN ,Invalid ABN
hp.billing_period.month,%{period} Месеци,%{period} Months,2 Months
action_error.get,При обработката на заявката ви имаше грешки,There were errors while processing your request,There were errors while processing your request
apple_pay.label.discount,ОТСТЪПКИ,DISCOUNTS,Label for discount amount
hp.update_payment_method.details,Актуализиране на подробностите за начина на плащане ...,Updating the payment method details...,Updating the payment method details...
payment_method.info.direct_debit_no_bank_name,"номер на банкова сметка, завършващ с %{last4_digits}",bank account number ending with %{last4_digits},
hp.paypal.desc,По-сигурният и лесен начин за плащане,"The safer, easier way to pay","The safer, easier way to pay - one liner for paypal gateway payments"
hp.copy,копие,Copy,Copy URL
hp.portal.bank_account,банкова сметка,bank account,bank account label
