key,value,reference value,description
inapp_checkout.shipping_address.header.choose,배송지 선택,Choose Shipping Address,Choose Shipping Address
inapp_checkout.choose_pm.header,결제 방법 선택,Choose Payment Method,Choose Payment Method
inapp_checkout.coupon.apply,대다,Apply,Apply
inapp_checkout.coupon.label,쿠폰 적용,Apply coupon,Apply coupon
inapp_checkout.coupon.placeholder,쿠폰 코드 입력,Enter coupon code,Enter coupon code
inapp_checkout.cart.header.edit,주문 수정,Edit order,Edit order
inapp_checkout.cart.header,주문,Your order,Your order
inapp_checkout.cart.next,체크 아웃으로 이동,Proceed To Checkout,Proceed To Checkout
inapp_checkout.cart.remove,없애다,Remove,Remove
inapp_checkout.cart.recommended_addon_title,추천 애드온,Recommended addons,Recommended addons
inapp_checkout.payment_method.card.display_name,카드,Card,Card
inapp_checkout.payment_method.paypal.display_name,PayPal,PayPal,PayPal
inapp_checkout.thankyou.header,,,
inapp_checkout.thankyou.body,,,
inapp_checkout.thankyou.close,닫기,CLOSE,CLOSE
inapp_checkout.otp.enter,6 자리 일회용 비밀번호를 입력하세요.,Enter your six-digit one time password,Enter your six-digit one time password
inapp_checkout.password.enter,비밀번호를 입력하세요,Enter your password,Enter your password
inapp_checkout.otp.resend,일회용 비밀번호 다시 보내기,Resend the one time password,Resend the one time password
inapp_checkout.login.via_otp,일회용 비밀번호로 로그인,Login via one time password,Login via one time password
inapp_checkout.otp.enter_password,대신 비밀번호 입력,Enter password instead,Enter password instead
inapp_checkout.otp_resend.notify,이메일 주소로 새로운 일회용 비밀번호 전송,New one time password send to your email address,New one time password send to your email address
inapp_checkout.checkuser.error.multiple_subscriptions_not_allowed,이미 우리를 구독하고 있습니다,You already have a subscription with us,You already have a subscription with us
inapp_checkout.otp.guest,손님으로 진행,Proceed as guest,Proceed as guest
inapp_checkout.checkuser.email,계속하려면 이메일을 입력하세요.,Enter email to proceed,Enter email to proceed
inapp_checkout.checkuser.next,다음,Next,Next
inapp_checkout.modal_button.confirm,확인,Confirm,Confirm
inapp_checkout.modal_button.cancel,취소,Cancel,Cancel
inapp_checkout.po_number.label,PO 번호,PO Number,PO Number
inapp_checkout.items_in_total.custom_label,,,
inapp_checkout.discounts_applied.label,,,
inapp_checkout.payment_method.bacs.guarantee.header,지불로 돌아 가기,Back to Payment,Back to Payment
inapp_checkout.payment_method.bank_account.btn.proceed_to_review,검토 진행,Proceed to Review,Proceed to Review
inapp_checkout.payment_method.bank_account.btn.enter_iban,IBAN 입력,Enter IBAN,Enter IBAN
inapp_checkout.payment_method.bank_account.btn.enter_local_details,현지 은행 정보 입력,Enter local bank details,Enter local bank details
inapp_checkout.payment_method.bank_account.btn.enter_your_name,당신의 이름을 입력,Enter your name,Enter your name
inapp_checkout.payment_method.bank_account.btn.enter_company_name,회사 명 입력,Enter company name,Enter company name
inapp_checkout.card.billing_address,청구서 수신 주소를 카드 주소로 사용,Use my billing address as card address,Use my billing address as card address
inapp_checkout.card.shipping_address,내 배송 주소를 카드 주소로 사용,Use my shipping address as card address,Use my shipping address as card address
inapp_checkout.item.breakdown.show,자세히보다,See Details,See Details
inapp_checkout.item.breakdown.hide,세부 정보 숨기기,Hide Details,Hide Details
inapp_checkout.cart.trial.info, %{plan_trial_period} 평가판 후에 비용이 청구됩니다.,You will be charged after the %{plan_trial_period} trial.,You will be charged after the %{plan_trial_period} trial.
inapp_checkout.cart.note.plan.trial, %{plan_trial_period} 평가판 후에 비용이 청구됩니다.,You will be charged after the %{plan_trial_period} trial.,You will be charged after the %{plan_trial_period} trial.
inapp_checkout.review.note.plan.trial,,,
inapp_checkout.payment_method.note.plan.trial,,,
inapp_checkout.cart.note.plan.no_trial,,,
inapp_checkout.review.note.plan.no_trial,,,
inapp_checkout.payment_method.note.plan.no_trial,,,
inapp_checkout.customer.note,,,
inapp_checkout.subscription.note,,,
inapp_checkout.shipping_address.note,,,
inapp_checkout.billing_address.note,,,
inapp_checkout.cart.pay_now.label,지금 지불하세요,Pay now,Pay now
inapp_checkout.cart.next_charge.label, %{date}에 다음 청구,Next charge on %{date},Next charge on %{date}
inapp_checkout.order_summary.charge_now.label,지금 청구 가능,Chargeable now,Chargeable now
inapp_checkout.order_summary.next_charge.label, %{date}에 청구,Charges on %{date},Charges on %{date}
inapp_checkout.order.edit.link,주문 수정,Edit order,Edit order
inapp_checkout.estimate_display_screen.header,주문 요약,Your order summary,Your order summary
inapp_checkout.credits_applied.label,적용된 크레딧,Credits applied,Credits applied
inapp_checkout.non_rec_addon.tag,한 번,ONE-TIME,ONE-TIME
inapp_checkout.coupon.description, %{amount} 쿠폰 적용됨,%{amount} coupon applied,%{amount} coupon applied
inapp_checkout.free_quantity.description, %{units} 단위 무료,%{units} units free,%{units} units free
inapp_checkout.referral.title,친구 추천,Refer your friends,Refer your friends
inapp_checkout.referral.cb_reward,친구를 추천하면 첫 구독을 구매할 때 %{referral_credits}를드립니다.,Refer your friends and we will give you %{referral_credits} when they purchase their first subscription.,Refer your friends and we will give you %{referral_credits} when they purchase their first subscription.
inapp_checkout.referral.custom_reward,친구를 추천하면 첫 번째 구독을 구매할 때 보상 해드립니다.,Refer your friends and we will reward you when they purchase their first subscription.,Refer your friends and we will reward you when they purchase their first subscription.
inapp_checkout.referral.friend_discount,친구는 %{referral_friend_discount} 할인을받습니다.,Your friend will get %{referral_friend_discount} discount.,Your friend will get %{referral_friend_discount} discount.
inapp_checkout.referral.link_label,추천 링크,Your referral link,Your referral link
inapp_checkout.review.threedsWarning.non_trial,3D 보안 확인을 위해 은행 페이지로 리디렉션 될 수 있습니다.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
inapp_checkout.review.threedsWarning.trial,"토큰 금액이 청구될 수있는 3D 보안 검증을 위해 은행 페이지로 리디렉션 될 수 있으며, 이는 자동으로 전액 환불됩니다.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
inapp_checkout.3ds.auth.txt, %{organisation_name}에게이 결제 수단을 저장하고 구독이 연결될 때마다이 결제 수단에 자동으로 청구하는 것을 승인합니다.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
inapp_checkout.otp_email.subject,일회용 암호 (OTP),Your One Time Password (OTP),Your One Time Password (OTP)
inapp_checkout.otp_email.salutation,"안녕,","Hi there,","Hi there,"
inapp_checkout.otp_email.otp_line, %{otp}는 일회용 비밀번호입니다.,%{otp} is your one time password,%{otp} is your one time password
inapp_checkout.otp_email.desc,일회용 암호는 생성 된 후 5 분 동안 유효합니다.,The one time password is valid for 5 minutes from the time it is generated.,The one time password is valid for 5 minutes from the time it is generated.
inapp_checkout.otp_sms.body, %{otp}는 일회용 암호입니다. 일회용 암호는 생성 된 후 5 분 동안 유효합니다.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.,%{otp} is your one time password. The one time password is valid for 5 minutes from the time it is generated.
inapp_checkout.multi_decimal.quantity.error,유효한 수량을 입력하세요.,Enter valid quantity,Enter valid quantity
inapp_checkout.qty,수량,Qty,Qty
inapp_checkout.review.opm.cash.desc,현금으로 결제 할 수 있습니다.,You can make the payment by cash,You can make the payment by cash
inapp_checkout.review.opm.check.desc,인보이스의 일부로 결제 이체 세부 정보를 찾을 수 있습니다.,You can find the payment transfer details as part of the invoice,You can find the payment transfer details as part of the invoice
inapp_checkout.review.opm.bank_transfer.desc,인보이스에 기재된 은행 계좌 정보로 결제 할 수 있습니다.,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.review.opm.ach_credit.desc,인보이스에 기재된 은행 계좌 정보로 결제 할 수 있습니다.,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.review.opm.sepa_credit.desc,송장에있는 은행 계좌 정보로 결제 할 수 있습니다.,You can make the payment to the bank account details present in the invoice,You can make the payment to the bank account details present in the invoice
inapp_checkout.pm.consent.txt, %{organisation_name}에게이 결제 수단을 저장하고 이와 관련된 향후 거래에 대해이 결제 수단에 자동으로 청구하는 것을 승인합니다.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method for any future transactions associated with it.
inapp_checkout.pm.never.save.txt,귀하의 결제 정보는 당사 시스템에 저장되지 않습니다.,Your payment information will not be saved in our system.,Your payment information will not be saved in our system.
inapp_portal.recommended.addon.tag,권장,RECOMMENDED,RECOMMENDED
inapp_portal.home.header,구독 관리,Manage Subscriptions,Manage Subscriptions
inapp_portal.locale.label,장소,Locale,Locale
inapp_portal.home.footer,질문이 있으십니까? 지원팀이 기꺼이 도와 드리겠습니다.,Questions? Our Support Team would be glad to help,Questions? Our Support Team would be glad to help
inapp_portal.home.account.link_text,계정 정보,Account Information,Account Information
inapp_portal.home.address.link_text,청구 및 배송 주소,Billing & Shipping Addresses,Billing & Shipping Addresses
inapp_portal.home.payment_methods.link_text,결제 방법,Payment Methods,Payment Methods
inapp_portal.home.billing_history.link_text,청구 내역,Billing History,Billing History
inapp_portal.back,뒤,Back,Back
inapp_portal.subscription.header,구독 정보,Subscription Details,Subscription Details
inapp_portal.subscription.header.edit,구독 세부 정보 편집,Edit Subscription Details,Edit Subscription Details
inapp_portal.subscription.header.review,구독 변경 검토,Review subscription changes,Review subscription changes
inapp_portal.account.header,계정 정보,Account Details,Account Details
inapp_portal.account.edit.txt,계정 세부 정보 편집,Editing account details,Editing account details
inapp_portal.account.header.edit,계정 세부 정보 업데이트,Update your account details,Update your account details
inapp_portal.account.header.edit.submit,최신 정보,Update,Update
inapp_portal.address.header,청구 및 배송 주소,Billing & Shipping Addresses,Billing & Shipping Addresses
inapp_portal.address.billing.txt,청구,Billing,Billing
inapp_portal.address.billing.edit.txt,결제 세부 정보 편집,Editing billing details,Editing billing details
inapp_portal.address.billing.add.txt,결제 세부 정보 추가,Add your billing details,Add your billing details
inapp_portal.address.shipping.txt,배송,Shipping,Shipping
inapp_portal.address.shipping.edit.txt,배송 세부 정보 수정,Editing shipping details,Editing shipping details
inapp_portal.address.billing.header.edit,결제 세부 정보 업데이트,Update your billing details,Update your billing details
inapp_portal.address.billing.header.edit.submit,최신 정보,Update,Update
inapp_portal.address.shipping.header.edit,배송 정보 업데이트,Update your shipping details,Update your shipping details
inapp_portal.address.shipping.header.edit.submit,최신 정보,Update,Update
inapp_portal.payment_method.header,결제 방법,Payment Methods,Payment Methods
inapp_portal.payment_method.link.add,새로운 걸 더하다,Add New,Add New
inapp_portal.payment_method.link.add_new,결제 수단 추가,Add a payment method,Add a payment method
inapp_portal.payment_method.header.add,결제 수단 추가,Add a payment method,Add a payment method
inapp_portal.payment_method.header.select,결제 방법을 선택,Select a payment method,Select a payment method
inapp_portal.payment_method.footer.choose,다른 결제 방법 선택,Choose a different payment method,Choose a different payment method
inapp_portal.payment_method.header.add.submit,더하다,Add,Add
inapp_portal.payment_method.header.edit,결제 방법 업데이트,Update your payment method,Update your payment method
inapp_portal.payment_method.header.edit.submit,최신 정보,Update,Update
inapp_portal.payment_method.header.verify,결제 수단 확인,Verify payment method,Verify payment method
inapp_portal.payment_method.header.verify.submit,확인,Verify,Verify
inapp_portal.billing_history.header,청구 내역,Billing history,Billing history
inapp_portal.billing_history.download,다운로드,Download,Download
inapp_portal.billing_history.none,표시 할 인보이스가 하나 이상 없습니다.,No invoices to display,No invoices to display
inapp_portal.subscription.header.edit.submit,리뷰,Review,Review
inapp_portal.subscription.header.review.submit,구독 업데이트,Update Subscription,Update Subscription
inapp_portal.subscription.header.choose_pm,이 구독에 대한 결제 방법을 선택하세요.,Choose your payment method for this subscription,Choose your payment method for this subscription
inapp_portal.subscription.update_sub_pm,최신 정보,Update,Update
inapp_portal.subscription.cancel.link.txt,구독 취소,Cancel Subscription,Cancel Subscription
inapp_portal.subscription.next.renewing_estimate.now,다음을 통해 일할 계산 된 청구에 대해 %{amount}가 청구됩니다.,You will be charged %{amount} for prorated charges via,You will be charged %{amount} for prorated charges via
inapp_portal.subscription.next.renewing_estimate.eot.non_recurring, %{amount}가 청구됩니다.,You will be charged %{amount} via,You will be charged %{amount} via
inapp_portal.subscription.next.renewing_estimate.eot,다음을 통해 %{billing_period}마다 %{amount}가 청구됩니다.,You will be charged %{amount} every %{billing_period} via,You will be charged %{amount} every %{billing_period} via
inapp_portal.subscription.next.renewing_estimate.eot.with_date,다음 청구 %{amount}는 %{date}에,Your next charge %{amount} will be on %{date} via,Your next charge %{amount} will be on %{date} via
inapp_portal.subscription.next.credits_created.now,이 변경에 대해 비용이 청구되지 않으며 %{amount}이 환불 가능한 크레딧으로 추가됩니다.,You will not be charged for this change and %{amount} will be added as refundable credits,You will not be charged for this change and %{amount} will be added as refundable credits
inapp_portal.subscription.details.trial.info,평가판의 %{remaining_trial_period}이 남았습니다. 평가판이 만료되면 %{plan_name} 요금제로 이동됩니다.,"You have %{remaining_trial_period} of trial left. After your trial expires, you’ll be moved to the %{plan_name} plan","You have %{remaining_trial_period} of trial left. After your trial expires, you’ll be moved to the %{plan_name} plan"
inapp_portal.subscription.details.cancellation_scheduled.info,귀하의 구독은 %{date}에 취소됩니다.,Your subscription will be canceled on %{date},Your subscription will be canceled on %{date}
inapp_portal.subscription.next.renewing_estimate.now_zero, 사용 가능한 크레딧에서 청구 된 %{amount}., %{amount} charged from available credits., %{amount} charged from available credits.
inapp_portal.subscription.details.trial.info_today,평가판이 오늘 종료되고 %{plan_name} 요금제로 이동됩니다.,You trial will end today and you’ll be moved to the %{plan_name} plan,You trial will end today and you’ll be moved to the %{plan_name} plan
inapp_portal.subscription.details.active.info,,,
inapp_portal.subscription.details.non_renewing.info,귀하의 구독은 %{date}에 종료됩니다.,Your subscription will end on %{date},Your subscription will end on %{date}
inapp_portal.subscription.details.cancelled.info,취소 된. 구독이 취소되었습니다. 구독을 재 활성화하려면 저희에게 연락하십시오,CANCELED. Your subscription has been canceled. Contact us to reactivate your subscription,CANCELED. Your subscription has been canceled. Contact us to reactivate your subscription
inapp_portal.subscription.details.paused.info,현재 구독이 일시 중지되었습니다.,Your subscription is currently paused.,Your subscription is currently paused.
inapp_portal.subscription.details.future.info,구독은 %{date}에 시작됩니다.,Your subscription will start on %{date},Your subscription will start on %{date}
inapp_portal.subscription.edit.txt,구독 수정,Edit Subscription,Edit Subscription
inapp_portal.choose_change_subscription.header,구독 변경,Change subscription,Change subscription
inapp_portal.subscription.edit.chooser_question,구독을 언제 변경 하시겠습니까?,When do you want to change the subscription?,When do you want to change the subscription?
inapp_portal.subscription.change.immediately.option,즉시 변경,Change immediately,Change immediately
inapp_portal.subscription.change.eot.option,다음 갱신시 변경 ( %{date}),Change on next renewal(%{date}),Change on next renewal(%{date})
inapp_portal.subscription.change.specific_date.option,특정 날짜에 변경,Change on a specific date,Change on a specific date
inapp_portal.subscription.change.option.submit,구독 변경,Change subscription,Change subscription
inapp_portal.subscription.change.options.proceed,발하다,proceed,proceed
inapp_portal.subscription.cancel.specific_date.option,특정 날짜에 취소,Cancel on a specific date,Cancel on a specific date
inapp_portal.remove_scheduled_changes.txt,예약 된 변경 제거,Remove scheduled changes,Remove scheduled changes
inapp_portal.subscription.remove_scheduled_cancellation.link_txt,예약 취소 제거,Remove scheduled cancellation,Remove scheduled cancellation
inapp_portal.remove_scheduled_changes.info,이러한 변경 사항은 다음 갱신 ( %{date})부터 구독에 적용됩니다.,These changes will be applied to your subscription from next renewal( %{date} ),These changes will be applied to your subscription from next renewal( %{date} )
inapp_portal.payment_method.header.view,결제 방법 세부 정보,Payment Method Details,Payment Method Details
inapp_portal.payment_method.view.remove,결제 방법 제거,Remove Payment Method,Remove Payment Method
inapp_portal.payment_method.view.edit,결제 방법 수정,Edit Payment Method,Edit Payment Method
inapp_portal.payment_method.view.remove_prompt,이 결제 수단을 삭제 하시겠습니까?,Are you sure you want to remove this payment method?,Are you sure you want to remove this payment method?
inapp_portal.subscription_cf.header.edit,구독 세부 정보 업데이트,Update your subscription details,Update your subscription details
inapp_portal.subscription_cf.header.edit.submit,최신 정보,Update,Update
inapp_portal.discounts_applied.label,,,
inapp_portal.items_in_total.custom_label,,,
inapp_portal.more_items_txt.custom_label,,,
inapp_portal.home.gift_sub.gifted_by, %{name}에서 수신,Recieved from %{name},Recieved from %{name}
inapp_portal.sub_details.gift.gifted_by, %{name} 선물,Gifted by %{name},Gifted by %{name}
inapp_portal.subscription.cancel.header,구독 취소,Cancel Subscription,Cancel Subscription
inapp_portal.subscription.cancel.header.submit,취소 확인,Confirm Cancellation,Confirm Cancellation
inapp_portal.subscription.cancel.when,언제 구독을 취소 하시겠습니까?,When do you want to cancel the subscription?,When do you want to cancel the subscription?
inapp_portal.subscription.cancel.eot.option,다음 갱신시 취소 ( %{date}),Cancel on next renewal  (%{date}),Cancel on next renewal  (%{date})
inapp_portal.subscription.cancel.immediately.option,즉시 취소,Cancel Immediately,Cancel Immediately
inapp_portal.subscription.cancel.immediately.info,구독이 즉시 취소됩니다.,Your subscription will be canceled immediately,Your subscription will be canceled immediately
inapp_portal.subscription.cancel.eot.info,귀하의 구독은 %{date}에 취소됩니다.,Your subscription will be canceled on %{date},Your subscription will be canceled on %{date}
inapp_portal.subscription.cancel.reason,취소 이유,Reason for cancellation,Reason for cancellation
inapp_portal.subscription.cancel.feedback,저희에게 알려주고 싶은 다른 사항이 있습니까?,Is there anything else you would like to let us know?,Is there anything else you would like to let us know?
inapp_portal.subscription.cancel.reason.option,취소 이유를 선택하세요.,Select a cancellation reason,Select a cancellation reason
inapp_portal.subscription.canceled.reason_code.info,' %{reason}'이유로 구독이 취소되었습니다.,Your subscription was canceled with the reason '%{reason}',Your subscription was canceled with the reason '%{reason}'
inapp_portal.subscription.sch_cancel.reason_code.info,' %{reason}'사유로 구독이 취소됩니다.,Your subscription will be canceled with the reason '%{reason}',Your subscription will be canceled with the reason '%{reason}'
inapp_portal.scheduled_changes.header,예약 된 변경 사항보기,View scheduled changes,View scheduled changes
inapp_portal.scheduled_changes_navigation.header,다음 갱신에서 변경,Changes from next renewal,Changes from next renewal
inapp_portal.subscription_preview_navigation.header,구독 정보,Subscription Details,Subscription Details
inapp_portal.consent.header,권한,Permissions,Permissions
inapp_portal.consent_section.name,권한,Permissions,Permissions
inapp_portal.consent.revoke_alert,확실해?,Are you sure?,Are you sure?
inapp_portal.consent.submit,최신 정보,Update,Update
inapp_portal.remove_scheduled_pause.confirm_txt,구독에 대해 예약 된 일시 중지가 제거됩니다. 계속하다?,The scheduled pause for your subscription will be removed. Continue?,The scheduled pause for your subscription will be removed. Continue?
inapp_portal.resume_subscription_now.confirm_txt,구독이 즉시 재개됩니다. 계속하다?,Your subscription will resume immediately. Continue?,Your subscription will resume immediately. Continue?
inapp_portal.resume_now.link,지금 재개,Resume now,Resume now
inapp_portal.remove_scheduled_pause.link,예약 된 일시 중지 제거,Remove Scheduled Pause,Remove Scheduled Pause
inapp_portal.subscription.details.pause_scheduled.info,구독이 %{date}에 일시 중지됩니다.,Your subscription will be paused on %{date},Your subscription will be paused on %{date}
inapp_portal.subscription.details.resume_scheduled.info, %{date}에 구독이 재개됩니다.,Your subscription will resume on %{date},Your subscription will resume on %{date}
inapp_portal.subscription.pause.link.txt,구독 일시 중지,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.header,구독 일시 중지,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.submit,구독 일시 중지,Pause Subscription,Pause Subscription
inapp_portal.subscription.pause.immediate_indefinite.info,구독이 즉시 일시 중지됩니다. 구독 정보 페이지에서 언제든지 구독을 재개 할 수 있습니다.,Your subscription will be paused immediately. You can resume your subscription anytime from the Subscription Details Page,Your subscription will be paused immediately. You can resume your subscription anytime from the Subscription Details Page
inapp_portal.subscription.pause.immediate_fixed_time.info,구독은 즉시 일시 중지되며 %{pause_period_set} 일 후에 재개됩니다.,"Your subscription will be paused immediately, and will resume after %{pause_period_set} days.","Your subscription will be paused immediately, and will resume after %{pause_period_set} days."
inapp_portal.subscription.pause.immediate_options.info,구독이 즉시 일시 중지됩니다.,Your subscription will be paused immediately.,Your subscription will be paused immediately.
inapp_portal.subscription.pause.immediate_indefinite.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.immediate_fixed_time.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.immediate_options.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.eot_indefinite.info,귀하의 구독은 %{date}에 일시 중지됩니다.,Your subscription will be paused on %{date}.,Your subscription will be paused on %{date}.
inapp_portal.subscription.pause.eot_fixed_time.info,귀하의 구독은 %{date}에 일시 중지되며 %{pause_period_set} 일 후에 재개됩니다.,"Your subscription will be paused on %{date} , and will resume after %{pause_period_set} days.","Your subscription will be paused on %{date} , and will resume after %{pause_period_set} days."
inapp_portal.subscription.pause.eot_options.info,귀하의 구독은 %{date}에 일시 중지됩니다.,Your subscription will be paused on %{date}.,Your subscription will be paused on %{date}.
inapp_portal.subscription.pause.eot_indefinite.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.eot_fixed_time.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.eot_options.gen,일시 중지하면 구독 요금이 청구되지 않으며 갱신되지 않습니다.,"On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.chooser_question,구독을 얼마 동안 일시 중지 하시겠습니까?,How long do you want to pause the subscription?,How long do you want to pause the subscription?
inapp_portal.subscription.pause.custom_date,맞춤 날짜,Custom date,Custom date
inapp_portal.subscription.pause.choose_specific_date,(특정 날짜 선택),(Choose a specific date),(Choose a specific date)
inapp_portal.subscription.pause.pause_until,다음까지 일시 중지,Pause until,Pause until
inapp_portal.payment_method_tag.primary,일 순위,Primary,Primary
inapp_portal.payment_method_tag.backup,지원,Backup,Backup
inapp_portal.payment_method.suggest_backup,기본 결제가 실패 할 때 백업이 편리합니다. 백업을 설정하십시오.,Backups come handy when your primary payment fails. Set a backup.,Backups come handy when your primary payment fails. Set a backup.
inapp_portal.card.expiring, %{card_expiry}에 만료됩니다.,Expires on %{card_expiry},Expires on %{card_expiry}
inapp_portal.card.expired, %{card_expiry}에 만료되었습니다.,Expired on %{card_expiry},Expired on %{card_expiry}
inapp_portal.pm.set_role.link,기본 또는 백업으로 설정,Set this as primary or backup,Set this as primary or backup
inapp_portal.pm.set_role.title,이 결제 방법을 다음과 같이 설정하십시오.,Set this payment method as,Set this payment method as
inapp_portal.pm.set_role.header,결제 방법 설정,Payment Method Settings,Payment Method Settings
inapp_portal.pm.set_role.update_btn,최신 정보,Update,Update
inapp_portal.pm.set_role.skip_btn,건너 뛰기,Skip,Skip
inapp_portal.pm.remove_backup.link,백업으로 제거,Remove as backup,Remove as backup
inapp_portal.pm.remove_backup.message,백업을 제거 하시겠습니까? 기본 결제 수단이 실패 할 때 백업이 편리합니다.,Remove backup? Backups come handy when your primary payment method fails.,Remove backup? Backups come handy when your primary payment method fails.
inapp_portal.pm.remove_backup.confirm,없애다,Remove,Remove
inapp_portal.pm.set_primary.message,기본으로 설정 하시겠습니까? 현재 기본 결제 수단을 대체합니다.,Set this as primary? This will replace your current primary payment method,Set this as primary? This will replace your current primary payment method
inapp_portal.pm.set_primary.confirm,확인,Confirm,Confirm
inapp_portal.pm.set_primary.link,기본으로 설정,Set as primary,Set as primary
inapp_portal.pm.primary.desc.txt,기본 결제 수단입니다.,This is your primary payment method,This is your primary payment method
inapp_portal.pm.backup.desc.txt,귀하의 백업 결제 수단입니다.,This is your backup payment method,This is your backup payment method
