key,value,reference value,description
quote.billing_cycle.10,รอบบิลที่ 10,10th billing cycle,10th billing cycle
quote.term.weeks,สัปดาห์,weeks,weeks
quote.billing_cycle.23,รอบบิลที่ 23,23rd billing cycle,23rd billing cycle
quote.billing_cycle.22,รอบบิลที่ 22,22nd billing cycle,22nd billing cycle
quote.billing_cycle.21,รอบบิลที่ 21,21st billing cycle,21st billing cycle
quote.billing_cycle.20,รอบบิลที่ 20,20th billing cycle,20th billing cycle
quote.label.billing_frequency,ความถี่ในการเรียกเก็บเงิน,Billing Frequency,Billing Frequency
quote.billing_cycle.16,รอบบิลที่ 16,16th billing cycle,16th billing cycle
quote.billing_cycle.15,รอบบิลที่ 15,15th billing cycle,15th billing cycle
quote.billing_cycle.14,รอบบิลที่ 14,14th billing cycle,14th billing cycle
quote.billing_cycle.13,รอบบิลที่ 13,13th billing cycle,13th billing cycle
quote.billing_cycle.19,รอบบิลที่ 19,19th billing cycle,19th billing cycle
quote.billing_cycle.18,รอบบิลที่ 18,18th billing cycle,18th billing cycle
quote.billing_cycle.17,รอบบิลที่ 17,17th billing cycle,17th billing cycle
quote.billing_cycle.30,รอบบิลที่ 30,30th billing cycle,30th billing cycle
quote.billing_cycle.34,รอบบิลที่ 34,34th billing cycle,34th billing cycle
quote.billing_cycle.33,รอบบิลที่ 33,33rd billing cycle,33rd billing cycle
quote.billing_cycle.32,รอบบิลที่ 32,32nd billing cycle,32nd billing cycle
quote.billing_cycle.31,รอบบิลที่ 31,31st billing cycle,31st billing cycle
quote.billing_cycle.27,รอบบิลที่ 27,27th billing cycle,27th billing cycle
quote.billing_cycle.26,รอบบิลที่ 26,26th billing cycle,26th billing cycle
quote.billing_cycle.25,รอบบิลที่ 25,25th billing cycle,25th billing cycle
quote.billing_cycle.24,รอบบิลที่ 24,24th billing cycle,24th billing cycle
quote.billing_cycle.29,รอบบิลที่ 29,29th billing cycle,29th billing cycle
quote.billing_cycle.28,รอบบิลที่ 28,28th billing cycle,28th billing cycle
quote.billing_cycle.41,รอบบิลที่ 41,41st billing cycle,41st billing cycle
quote.billing_cycle.40,รอบบิลที่ 40,40th billing cycle,40th billing cycle
quote.billing_cycle.45,รอบบิลที่ 45,45th billing cycle,45th billing cycle
quote.billing_cycle.44,รอบบิลที่ 44,44th billing cycle,44th billing cycle
quote.billing_cycle.43,รอบบิลที่ 43,43rd billing cycle,43rd billing cycle
quote.billing_cycle.42,รอบบิลที่ 42,42nd billing cycle,42nd billing cycle
quote.billing_cycle.38,รอบบิลที่ 38,38th billing cycle,38th billing cycle
quote.billing_cycle.37,รอบบิลที่ 37,37th billing cycle,37th billing cycle
quote.billing_cycle.36,รอบบิลที่ 36,36th billing cycle,36th billing cycle
quote.billing_cycle.35,รอบบิลที่ 35,35th billing cycle,35th billing cycle
quote.billing_cycle.39,รอบบิลที่ 39,39th billing cycle,39th billing cycle
quote.billing_cycle.52,รอบบิลที่ 52,52nd billing cycle,52nd billing cycle
quote.billing_cycle.51,รอบบิลที่ 51,51st billing cycle,51st billing cycle
quote.billing_cycle.50,รอบบิลที่ 50,50th billing cycle,50th billing cycle
quote.billing_cycle.56,รอบบิลที่ 56,56th billing cycle,56th billing cycle
quote.billing_cycle.55,รอบบิลที่ 55,55th billing cycle,55th billing cycle
quote.billing_cycle.54,รอบบิลที่ 54,54th billing cycle,54th billing cycle
quote.billing_cycle.53,รอบบิลที่ 53,53rd billing cycle,53rd billing cycle
quote.billing_cycle.49,รอบบิลที่ 49,49th billing cycle,49th billing cycle
quote.billing_cycle.48,รอบบิลที่ 48,48th billing cycle,48th billing cycle
quote.billing_cycle.47,รอบบิลที่ 47,47th billing cycle,47th billing cycle
quote.billing_cycle.46,รอบบิลที่ 46,46th billing cycle,46th billing cycle
quote.billing_cycle.63,รอบบิลที่ 63,63rd billing cycle,63rd billing cycle
quote.billing_cycle.62,รอบบิลที่ 62,62nd billing cycle,62nd billing cycle
quote.billing_cycle.61,รอบบิลที่ 61,61st billing cycle,61st billing cycle
quote.billing_cycle.60,รอบบิลที่ 60,60th billing cycle,60th billing cycle
quote.billing_cycle.67,รอบบิลที่ 67,67th billing cycle,67th billing cycle
quote.billing_cycle.66,รอบบิลที่ 66,66th billing cycle,66th billing cycle
quote.billing_cycle.65,รอบบิลที่ 65,65th billing cycle,65th billing cycle
quote.billing_cycle.64,รอบบิลที่ 64,64th billing cycle,64th billing cycle
quote.billing_cycle.59,รอบบิลที่ 59,59th billing cycle,59th billing cycle
quote.billing_cycle.58,รอบบิลที่ 58,58th billing cycle,58th billing cycle
quote.billing_cycle.57,รอบบิลที่ 57,57th billing cycle,57th billing cycle
quote.billing_cycle.74,รอบบิลที่ 74,74th billing cycle,74th billing cycle
quote.billing_cycle.73,รอบบิลที่ 73,73rd billing cycle,73rd billing cycle
quote.billing_cycle.72,รอบบิลที่ 72,72nd billing cycle,72nd billing cycle
quote.billing_cycle.71,รอบบิลที่ 71,71st billing cycle,71st billing cycle
quote.billing_cycle.78,รอบบิลที่ 78,78th billing cycle,78th billing cycle
quote.billing_cycle.77,รอบบิลที่ 77,77th billing cycle,77th billing cycle
quote.billing_cycle.76,รอบบิลที่ 76,76th billing cycle,76th billing cycle
quote.billing_cycle.75,รอบบิลที่ 75,75th billing cycle,75th billing cycle
quote.billing_cycle.70,รอบบิลที่ 70,70th billing cycle,70th billing cycle
quote.billing_cycle.69,รอบบิลที่ 69,69th billing cycle,69th billing cycle
quote.billing_cycle.68,รอบบิลที่ 68,68th billing cycle,68th billing cycle
quote.billing_cycle.85,รอบบิลที่ 85,85th billing cycle,85th billing cycle
quote.billing_cycle.84,รอบบิลที่ 84,84th billing cycle,84th billing cycle
quote.billing_cycle.83,รอบบิลที่ 83,83rd billing cycle,83rd billing cycle
quote.billing_cycle.82,รอบบิลที่ 82,82nd billing cycle,82nd billing cycle
quote.billing_cycle.89,รอบบิลที่ 89,89th billing cycle,89th billing cycle
quote.billing_cycle.88,รอบบิลที่ 88,88th billing cycle,88th billing cycle
quote.billing_cycle.87,รอบบิลที่ 87,87th billing cycle,87th billing cycle
quote.billing_cycle.86,รอบบิลที่ 86,86th billing cycle,86th billing cycle
quote.billing_cycle.81,รอบบิลที่ 81,81st billing cycle,81st billing cycle
quote.billing_cycle.80,รอบบิลที่ 80,80th billing cycle,80th billing cycle
quote.billing_cycle.79,รอบบิลที่ 79,79th billing cycle,79th billing cycle
quote.billing_cycle.96,รอบบิลที่ 96,96th billing cycle,96th billing cycle
quote.billing_cycle.95,รอบบิลที่ 95,95th billing cycle,95th billing cycle
quote.billing_cycle.94,รอบบิลที่ 94,94th billing cycle,94th billing cycle
quote.billing_cycle.93,รอบบิลที่ 93,93rd billing cycle,93rd billing cycle
quote.billing_cycle.99,รอบบิลที่ 99,99th billing cycle,99th billing cycle
quote.billing_cycle.98,รอบบิลที่ 98,98th billing cycle,98th billing cycle
quote.billing_cycle.97,รอบบิลที่ 97,97th billing cycle,97th billing cycle
quote.billing_cycle.92,รอบบิลที่ 92,92nd billing cycle,92nd billing cycle
quote.billing_cycle.91,รอบบิลที่ 91,91st billing cycle,91st billing cycle
quote.billing_cycle.90,รอบบิลที่ 90,90th billing cycle,90th billing cycle
quote.inclusive_tax_single.desc,รวม %{tax_description} ( %{total_amount}),Inclusive of %{tax_description} (%{total_amount}),For the case when one particular tax is inclusive - inclusive of vat (30)
quote.title.billed_to,เรียกเก็บเงินถึง,Billed To,Billed to label - Under this comes the billing address of the customer
quote.label.non_recurring_charges,ค่าใช้จ่ายที่ไม่เกิดซ้ำ,Non-Recurring charges,Non-Recurring charges
quote.inclusive_tax_multi.desc,ไม่รวมภาษี ( %{total_amount}),Inclusive of taxes (%{total_amount}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
quote.label.id,ID,ID,Subscription id label
quote.label.includes_discounts_taxes_and_prorated_charges,รวมส่วนลดภาษีและค่าบริการตามสัดส่วน,"Includes discounts, taxes & prorated charges","Includes discounts, taxes & prorated charges"
quote.label.next_billing_date,วันที่เรียกเก็บเงินถัดไป,Next Billing Date,Next billing date label
quote.term.years,ปี,years,years
quote.payment_terms.due_upon_receipt,ครบกำหนดเมื่อได้รับ,Due Upon Receipt,To indicate the Zero net terms 
quote.label.transfer_details,รายละเอียดการโอน,Transfer Details,Transfer Details label
quote.branding.powered_by,ขับเคลื่อนโดย,Powered by,Logo in an quote - Powered by Chargebee
quote.frequency.every,ทุก,Every,Every
quote.customer_signature.label,ลายเซ็นของลูกค้า,Customer's Signature,Customer's Signature
quote.label.total_recurring_charges,ค่าบริการที่เกิดซ้ำทั้งหมด (สำหรับทุกรอบบิล),Total Recurring Charges (for all billing cycles),Total Recurring Charges (for all billing cycles)
quote.label.cust_vat,VAT,VAT,VAT number label
quote.label.expiry_date, วันหมดอายุ, Expiry Date,Quote expiry date label
quote.label.credits,เครดิต,Credits,The store credits used in the quote
quote.label.tax.exclusive,พิเศษ,Excl. ,Exclusive - exclusive of taxes
quote.header.label.amount,จำนวน,Amount,The amount that needs to be paid
quote.label.chargeable_on_subscription_change,เรียกเก็บเงินจากการเปลี่ยนแปลงการสมัครสมาชิก,Chargeable on subscription change,Chargeable on subscription change
quote.label.billing_period,ระยะเวลาการเรียกเก็บเงิน,Billing Period,Billing period label
quote.label.total_payable,รวมเจ้าหนี้,Total Payable,Total Payable
quote.header.label.discounts,ส่วนลด,Discount,Discount label
quote.label.tax.inclusive_of_vat,รวมภาษีมูลค่าเพิ่มแล้ว,incl. VAT,VAT Inclusive -  inclusive of all taxes
quote.label.total,รวม,Total,Total
quote.label.start_date, วันที่เริ่มการสมัครสมาชิก, Subscription Start Date,Subscription Start Date label
quote.label.trial_period,ระยะเวลาทดลองใช้,Trial Period,Trial Period
quote.branding.test_label,นี่คือตัวอย่างใบเสนอราคาที่ Chargebee สร้างขึ้น,This is a sample quote generated by Chargebee,Logo in an quote
quote.term.week,สัปดาห์,week,week
quote.label.payment_terms,เงื่อนไขการชำระเงิน,Payment Terms,Net D payment terms label shown in quote
quote.billing_cycle.6,รอบบิลที่ 6,6th billing cycle,6th billing cycle
quote.billing_cycle.7,รอบบิลที่ 7,7th billing cycle,7th billing cycle
quote.billing_cycle.8,รอบบิลที่ 8,8th billing cycle,8th billing cycle
quote.billing_cycle.9,รอบบิลที่ 9,9th billing cycle,9th billing cycle
quote.billing_cycle.2,รอบบิลที่ 2,2nd billing cycle,2nd billing cycle
quote.billing_cycle.3,รอบบิลที่ 3,3rd billing cycle,3rd billing cycle
quote.label.credits_will_be_applied,เครดิตที่มีให้หากจะใช้ในขณะออกใบแจ้งหนี้,Credits available if any will be applied at the time of invoicing,Credits available if any will be applied at the time of invoicing
quote.billing_cycle.4,รอบบิลที่ 4,4th billing cycle,4th billing cycle
quote.billing_cycle.5,รอบบิลที่ 5,5th billing cycle,5th billing cycle
quote.billing_cycle.1,รอบบิลที่ 1,1st billing cycle,1st billing cycle
quote.term.days,วัน,days,days
quote.branding.cb_name,Chargebee,Chargebee,Compay name
quote.payment_succeeded,ชำระเงิน %{inv_amount} เมื่อ %{inv_date},%{inv_amount} was paid on %{inv_date},The date at which the quote was paid
quote.term.day,วัน,day,day
quote.label.due_date,วันครบกำหนด,Due Date,Quote Due date label
quote.label.tax.tax,ภาษี,Tax,tax
quote.label.contract_term.action_at_term_end,เมื่อสิ้นสุดระยะเวลา,At Term-End,Action to be taken when the contract term completes
quote.label.sub_total,ผลรวมย่อย,Sub Total,Sub total
quote.billing_cycle.100,รอบบิลที่ 100,100th billing cycle,100th billing cycle
quote.label.tax.exclusive_of_vat,ไม่รวมภาษีมูลค่าเพิ่ม,excl. VAT,VAT Exclusive - exclusive of taxes
quote.header.label.description,คำอธิบาย,Description,Table heading under which the product description comes
quote.header.label.units,หน่วย,Units,Heading under which the number of units of the product purchased comes
quote.label.cust_id,รหัสลูกค้า,Customer ID,Customer id label
quote.label.round_off,หมดยก,Round Off,Round off - quote amount is rounded off to a whole number
quote.label.po_number,PO,PO,Purchase order number label
quote.branding.test_proforma_label,นี่คือตัวอย่างใบแจ้งหนี้ Proforma ที่ Chargebee สร้างขึ้น,This is a sample proforma invoice generated by Chargebee,Test proforma invoice label in quote pdf
quote.sub.billing_period,%{from_date} - %{to_date},%{from_date} to %{to_date},3rd sept to 22 Oct
quote.label.payments,การชำระเงิน,Payments,Payments Applied
quote.payment_inprogress,การชำระเงิน %{inv_amount} เริ่มต้นเมื่อ %{inv_date},%{inv_amount} payment was initiated on %{inv_date},indicates that the payment was initiated along with the date
quote.label.contract_term.no_of_billing_cycles_on_renewal,จำนวนรอบการเรียกเก็บเงินในการต่ออายุ,No. of billing cycles on renewal,No of billing cycles for subscription on contract term renewal
quote.label.vat_exemption_note,หมายเหตุการยกเว้นภาษีมูลค่าเพิ่ม,VAT Exemption Note,A label below which is a note
quote.label.renewed_until_cancellation,ต่ออายุจนกว่าจะยกเลิก,Renewed until cancellation,Renewed until cancellation
quote.label.net_amount,ปริมาณสุทธิ,Net Amount,Amount that needs to be paid
quote.label.tax_details,รายละเอียดภาษี,Tax Details,tax details label
quote.label.contract_term,ระยะสัญญา,Contract term,Contract term of subscription
quote.payment_terms.net_prefix,สุทธิ %{days},Net %{days},To indicate the patment term prefix. Ex
quote.label.notes,หมายเหตุ,Notes,Any quote notes that need to be displayed
quote.label.quote,ใบเสนอราคา,Quote,Quote number label
