key,value,reference value,description
enum.public_card_error_code.name.payapl_ec_token_expired_invalid,เซสชัน PayPal ของคุณหมดอายุแล้ว กรุณาลองอีกครั้ง.,Your PayPal session has expired. Please try again.,Your PayPal session has expired. Please try again.
enum.line_item_base.type.name.addon_item_price,ราคาสินค้า Addon,Addon Item Price,Addon Item Price
enum.quote_base.status.name.approved,ได้รับการอนุมัติ,Approved,Approved.
enum.subscription_base.state.name.non_renewing,ไม่ต่ออายุ,Non Renewing,The subscription will be canceled at the end of the current term.
enum.public_card_error_code.name.amz_agreement_declined,วิธีการชำระเงินที่คุณเลือกใน amazon ถูกปฏิเสธ โปรดอัปเดตและลองอีกครั้ง,Your selected payment method in amazon was declined. Please update it and try again.,Your selected payment method in amazon was declined. Please update it and try again.
enum.transaction_failure_reason.name.card_barred,บัตรหาย / ปิด / ถูกบล็อก,Lost / Closed / Blocked Card,Lost / Closed / Blocked Card
enum.credit_card_base.card_type.name.american_express,อเมริกันเอ็กซ์เพรส,American Express,An American Express card.
enum.line_item_base.type.name.fractional_correction,การแก้ไขเศษส่วน,Fractional Correction,Fractional Correction
enum.credit_card_base.funding_type.name.credit,เครดิต,Credit,A credit card.
enum.contract_term_base.action_at_term_end.name.evergreen,สิ้นสุดสัญญาการสมัครสมาชิกยังคงต่ออายุ,"Contract ends, subscription continues to renew",Contract term completes and the subscription renews.
enum.credit_card_base.card_type.name.mastercard,MasterCard,MasterCard,A MasterCard.
enum.bank_account_base.account_holder_type.name.individual,รายบุคคล,Individual,Individual
enum.bank_account_base.account_type.name.checking,กำลังตรวจสอบ,Checking,Checking Account
enum.invoice_customization_base.cn_title.name.credit_note,ใบลดหนี้,CREDIT NOTE,CREDIT NOTE
enum.transaction_base.payment_method.name.bancontact,Bancontact,Bancontact,Bancontact
enum.credit_card_base.card_type.name.other,อื่น ๆ,Other,Card belonging to types other than those listed above.
enum.credit_note_base.reason_code.name.write_off,เขียนออก,Write Off,"This reason will be set automatically for the Credit Notes created during invoice <a target=""_blank"" href=""https://www.chargebee.com/docs/invoice-operations.html#write-off"">Write Off</a> operation."
enum.credit_note_base.reason_code.name.fraudulent,หลอกลวง,FRAUDULENT,FRAUDULENT
enum.credit_note_base.reason_code.name.service_unsatisfactory,บริการไม่น่าพอใจ,Service Unsatisfactory,Service Unsatisfactory
enum.transaction_failure_reason.name.fraud,บัตรฉ้อโกง,Fraud card,Fraud card
enum.quote_setting_base.quote_title.name.proforma_invoice,ใบแจ้งหนี้ PROFORMA,PROFORMA INVOICE,PROFORMA INVOICE
enum.item_price_base.trial_period_unit.name.day,วัน,Day,Day
enum.credit_card_base.funding_type.name.debit,เดบิต,Debit,A debit card.
enum.pricing_model.name.tiered,ฉัตร,Tiered,The per unit price is based on the tier that the total quantity falls in.
enum.credit_card_base.card_type.name.not_applicable,ไม่สามารถใช้ได้,Not Applicable,Used for offline entries in transactions. Not applicable for cards
enum.transaction_failure_reason.name.card_expired,บัตรหมดอายุ,Card Expired,Card Expired
enum.item_price_base.period_unit.name.month,เดือน,Month,Month
enum.line_item_base.type.name.credit_adjustments,การปรับเครดิต,Credit Adjustments,Credit Adjustments
enum.transaction_failure_reason.name.contact_details_required,รายละเอียดการติดต่อไม่ถูกต้อง,Invalid Contact details,Invalid Contact details
enum.credit_note_base.reason_code.name.product_unsatisfactory,สินค้าไม่เป็นที่น่าพอใจ,Product Unsatisfactory,Product Unsatisfactory
enum.transaction_base.payment_method.name.paypal_express_checkout,การชำระเงิน Paypal Express,Paypal Express Checkout,Paypal Express Checkout
enum.credit_note_base.status.name.voided,โมฆะ,Voided,When the Credit Note has been cancelled.
enum.subscription_base.state.name.active,คล่องแคล่ว,Active,The subscription is active and will be charged for automatically based on the items in it.
enum.plan_base.trial_period_unit.name.day,วัน,Day,In days
enum.credit_card_base.card_type.name.visa,Visa,Visa,A Visa card.
enum.contract_term_base.action_at_term_end.name.renew_once,ยกเลิกเมื่อสิ้นสุดระยะสัญญาถัดไป,Cancels at end of next contract term,"Used when you want to renew the contract term just once. Does the following: <li>Contract term completes and a new contract term is started for the number of billing cycles specified in <a href=""subscriptions#create_subscription_for_customer_contract_term_billing_cycle_on_renewal""><code>contract_billing_cycle_on_renewal</code></a>.</li><li>The <code>action_at_term_end</code> for the new contract term is set to <code>cancel</code>.</li></ul>"
enum.transaction_failure_reason.name.invalid_payment_method,วิธีการชำระเงินไม่ถูกต้อง,Invalid Payment Method,Invalid Payment Method
enum.credit_note_base.status.name.refund_due,คืนเงินครบกำหนด,Refund Due,"When the credits are yet to be used, or have been partially used."
enum.line_item_base.type.name.non_recurring_addon_charge,ค่าบริการเสริมที่ไม่เกิดขึ้นประจำ,Non Recurring Addon Charge,Non Recurring Addon Charge
enum.bank_account_base.account_type.name.unknown,ไม่ทราบ,Unknown,Bank Account Type is not set at the gateway
enum.credit_card_base.card_type.name.jcb,JCB,JCB,A JCB card.
enum.transaction_base.payment_method.name.other,อื่น ๆ,Other,Payment Methods other than the above types
enum.payment_method_base.type.name.direct_debit,การหักบัญชีธนาคาร,Direct Debit,Represents bank account for which the direct debit or ACH agreement/mandate is created.
enum.public_card_error_code.name.gw_timeout,ระบบการชำระเงินไม่ตอบสนองทันเวลา โปรดลองอีกสักครู่,The payment system did not respond in time. Please try after some time.,The payment system did not respond in time. Please try after some time.
enum.credit_card_base.status.name.invalid,ไม่ถูกต้อง,Invalid,The billing agreement cannot be used. It might become valid again either automatically or due to  customer action.
enum.subscription_base.state.name.cancelled,ยกเลิก,Cancelled,The subscription has been canceled and is no longer in service.
enum.quote_base.status.name.converting,กำลังแปลง,Converting,Converting
enum.credit_note_base.reason_code.name.subscription_change,การเปลี่ยนแปลงการสมัครสมาชิก,Subscription Change,"This reason will be set automatically for Credit Notes created during Change Subscription operation when <a target=""_blank"" href=""https://www.chargebee.com/docs/proration.html"">proration</a> is enabled"
enum.quote_setting_base.quote_title.name.quote,ใบเสนอราคา,QUOTE,QUOTE
enum.credit_note_base.reason_code.name.waiver,สละสิทธิ์,Waiver,Waiver
enum.line_item_base.type.name.tax,ภาษี,Tax,Tax
enum.transaction_base.payment_method.name.apple_pay,Apple Pay,Apple Pay,Apple Pay
enum.invoice_base.status.name.payment_due,ครบกำหนดชำระ,Payment Due,Indicates the payment is not yet collected and is being retried as per retry settings.
enum.payment_method_base.type.name.sepa_credit,เครดิต SEPA,SEPA Credit,SEPA Credit Transfer.
enum.payment_method_base.type.name.ach_credit,เครดิต ACH,ACH Credit,ACH Credit Transfer.
enum.line_item_base.type.name.plan_setup_charge,วางแผนค่าติดตั้ง,Plan Setup Charge,Plan Setup Charge
enum.transaction_failure_reason.name.cvv_issue,ปัญหา CVV,CVV issue,CVV issue
enum.item_price_base.period_unit.name.week,สัปดาห์,Week,Week
enum.transaction_base.payment_method.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay
enum.line_item_base.type.name.charge_item_price,เรียกเก็บเงินราคาไอเทม,Charge Item Price,Charge Item Price
enum.line_item_base.type.name.charge,ชาร์จ,Charge,Charge
enum.public_card_error_code.name.gw_server_error,เกิดข้อผิดพลาดขณะประมวลผลบัตรของคุณ โปรดติดต่อฝ่ายสนับสนุน,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.line_item_base.type.name.addon_charge,ค่าบริการเสริม,Addon Charge,Addon Charge
enum.quote_base.status.name.invoiced,ออกใบแจ้งหนี้,Invoiced,Invoiced
enum.transaction_base.payment_method.name.bank_transfer,โอนเงินผ่านธนาคาร,Bank Transfer,Bank Transfer
enum.public_card_error_code.name.gw_invalid_configuration,เกิดข้อผิดพลาดขณะประมวลผลบัตรของคุณ โปรดติดต่อฝ่ายสนับสนุน,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.credit_note_base.reason_code.name.subscription_cancellation,การยกเลิกการสมัครสมาชิก,Subscription Cancellation,This reason will be set automatically for Credit Notes created during cancel subscription operation
enum.transaction_base.payment_method.name.amazon_payments,Amazon Payments,Amazon Payments,Amazon Payments
enum.invoice_customization_base.tax_reg_no_label.name.vat_reg_no,หมายเลขทะเบียนภาษีมูลค่าเพิ่ม,VAT Reg # ,VAT Reg # 
enum.line_item_base.type.name.plan_item_price,ราคาสินค้าตามแผน,Plan Item Price,Plan Item Price
enum.transaction_base.payment_method.name.alipay,Alipay,Alipay,Alipay
enum.public_card_error_code.name.amz_agreement_rejected,ไม่สามารถใช้บัญชี amazon ของคุณได้ โปรดเลือกวิธีการชำระเงินอื่น,Unable to use your amazon account. Please select a different payment method.,Unable to use your amazon account. Please select a different payment method.
enum.bank_account_base.account_type.name.savings,เงินฝากออมทรัพย์,Savings,Savings Account
enum.credit_note_base.reason_code.name.other,อื่น ๆ,Other,Can be set when none of the above reason codes are applicable
enum.tax_reg_number_base.label.name.abn,ABN,ABN,ABN
enum.item_price_base.period_unit.name.day,วัน,Day,Day
enum.payment_method_base.type.name.ideal,IDEAL,IDEAL,iDEAL Payments.
enum.credit_card_base.status.name.expiring,กำลังจะหมดอายุ,Expiring,A card which is expiring in the current month.
enum.tax_reg_number_base.label.name.vat_reg_no,หมายเลขทะเบียนภาษีมูลค่าเพิ่ม,VAT Reg # ,VAT Reg # 
enum.tax_reg_number_base.label.name.gst_reg_no,หมายเลขทะเบียน GST,GST Reg  #,GST Reg  #
enum.credit_note_base.status.name.refunded,คืนเงินแล้ว,Refunded,When the entire credits (Credit Note amount) have been used (i.e either allocated to invoices or refunded).
enum.transaction_base.payment_method.name.ach_credit,เครดิต ACH,ACH Credit,ACH Credit
enum.quote_base.status.name.closed,ปิด,Closed,Closed
enum.subscription_base.state.name.future,อนาคต,Future,The subscription is scheduled to start at a future date.
enum.plan_base.period_unit.name.week,สัปดาห์,Week,Charge based on week(s)
enum.tax_reg_number_base.label.name.vat_no,หมายเลขภาษี,VAT #,VAT #
enum.transaction_base.payment_method.name.sepa_credit,เครดิต SEPA,SEPA Credit,SEPA Credit
enum.public_card_error_code.name.general_err,เกิดปัญหาขณะประมวลผลวิธีการชำระเงินของคุณ โปรดตรวจสอบรายละเอียดวิธีการชำระเงินของคุณ,Problem while processing your payment method. Please verify your payment method details.,Problem while processing your payment method. Please verify your payment method details.
enum.quote_base.status.name.open,เปิด,Open,Open
enum.plan_base.period_unit.name.month,เดือน,Month,Charge based on month(s)
enum.public_card_error_code.name.addr_error,การตรวจสอบที่อยู่สำหรับบัตรของคุณล้มเหลว โปรดอัปเดตที่อยู่และลองอีกครั้ง,Address validation failed for your card. Please update the address and try again.,Address validation failed for your card. Please update the address and try again.
enum.transaction_failure_reason.name.amount_related,ปัญหากองทุน / วงเงิน,Fund / Limit Issue,Fund / Limit Issue
enum.payment_method_base.type.name.apple_pay,Apple Pay,Apple Pay,Apple Pay Payments.
enum.transaction_base.payment_method.name.giropay,giropay,giropay,giropay
enum.tax_reg_number_base.label.name.qst,หมายเลขทะเบียน QST,QST Reg #,QST Reg #
enum.credit_card_base.funding_type.name.not_applicable,ไม่สามารถใช้ได้,Not Applicable,Used for ACH. Not applicable for cards
enum.credit_card_base.card_type.name.discover,ค้นพบ,Discover,A Discover card.
enum.transaction_base.payment_method.name.dotpay,Dotpay,Dotpay,Dotpay
enum.pricing_model.name.volume,ปริมาณ,Volume,There are quantity tiers for which per unit prices are set. Quantities are purchased from successive tiers.
enum.line_item_base.type.name.plan_charge,ค่าใช้จ่ายตามแผน,Plan Charge,Plan Charge
enum.credit_card_base.funding_type.name.prepaid,แบบเติมเงิน,Prepaid,A prepaid card.
enum.bank_account_base.account_type.name.not_applicable,ไม่สามารถใช้ได้,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.credit_note_base.reason_code.name.order_change,เปลี่ยนคำสั่งซื้อ,Order Change,Order Change
enum.plan_base.trial_period_unit.name.month,เดือน,Month,In months
enum.public_card_error_code.name.paypal_ec_agreement_canceled,เราพบปัญหาขณะเข้าถึงบัญชี paypal ของคุณ,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.line_item_base.type.name.addon_prorated_charge,ค่าบริการเพิ่มเติมตามสัดส่วน,Addon Prorated Charge,Addon Prorated Charge
enum.line_item_base.type.name.offer_credit,เสนอเครดิต,Offer Credit,Offer Credit
enum.payment_method_base.type.name.amazon_payments,Amazon Payments,Amazon Payments,Payments made via Amazon Payments.
enum.tax_reg_number_base.label.name.hst,หมายเลขทะเบียน HST,HST Reg #,HST Reg #
enum.payment_method_base.type.name.dotpay,Dotpay,Dotpay,Dotpay Payments.
enum.public_card_error_code.name.gocardless_flow_completed,เอกสารการหักบัญชีเงินฝากของคุณถูกยกเลิก โปรดเปลี่ยนวิธีการชำระเงินและตั้งค่าอีกครั้ง,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.,Your Direct Debit mandate is cancelled. Please change the payment method and set it up again.
enum.line_item_base.type.name.plan_prorated_charge,แผนคิดค่าบริการตามสัดส่วน,Plan Prorated Charge,Plan Prorated Charge
enum.public_card_error_code.name.expired_card,บัตรของคุณหมดอายุ โปรดอัปเดตบัตรของคุณ,Your card is expired. Please update your card.,Your card is expired. Please update your card.
enum.subscription_base.state.name.in_trial,อยู่ในการทดลองใช้,In Trial,The subscription is in trial.
enum.payment_method_base.type.name.wechat_pay,WeChat Pay,WeChat Pay,WeChat Pay Payments
enum.invoice_base.status.name.paid,จ่าย,Paid,Indicates a paid invoice.
enum.public_card_error_code.name.gw_result_unknown,เกิดข้อผิดพลาดขณะประมวลผลบัตรของคุณ โปรดติดต่อฝ่ายสนับสนุน,An error occured while processing your card. Please contact support.,An error occured while processing your card. Please contact support.
enum.payment_method_base.type.name.giropay,giropay,giropay,giropay Payments.
enum.credit_card_base.status.name.valid,ถูกต้อง,Valid,A valid and active credit card
enum.credit_note_base.status.name.adjusted,ปรับแล้ว,Adjusted,When the Credit Note has been adjusted against an invoice.
enum.transaction_failure_reason.name.billing_aggrement_issue,ปัญหาข้อตกลงการเรียกเก็บเงิน,Billing Agreement issue,Billing Agreement issue
enum.public_card_error_code.name.amz_general_err,พบปัญหาขณะใช้บัญชี amazon ของคุณ โปรดลองอีกครั้งหรือเปลี่ยนวิธีการชำระเงิน,Encountered a problem while using your amazon account. Please try again or change the payment method.,Encountered a problem while using your amazon account. Please try again or change the payment method.
enum.transaction_base.payment_method.name.ideal,IDEAL,IDEAL,IDEAL
enum.public_card_error_code.name.card_type_not_supported,ไม่รองรับประเภทบัตรของคุณ โปรดลองใช้การ์ดใบอื่น,Your card type is not supported. Please try another card.,Your card type is not supported. Please try another card.
enum.pricing_model.name.stairstep,Stairstep,Stairstep,A quantity-based pricing scheme. The item is charged a fixed price based on the tier that the total quantity falls in.
enum.pricing_model.name.flat_fee,ค่าธรรมเนียมคงที่,Flat Fee,A fixed price that is not quantity-based.
enum.invoice_base.status.name.upcoming,กำลังจะเกิดขึ้น,Upcoming,Current open invoice containing the charges & adjustments for the upcoming term.
enum.bank_account_base.account_holder_type.name.not_applicable,ไม่สามารถใช้ได้,Not Applicable,"Not applicable for card, paypal, amazon and offline payments"
enum.transaction_base.payment_method.name.google_pay,Google Pay,Google Pay,Google Pay
enum.line_item_base.type.name.round_off,หมดยก,Round off,Round off
enum.credit_note_base.reason_code.name.order_cancellation,การยกเลิกคำสั่งซื้อ,Order Cancellation,Order Cancellation
enum.subscription_base.state.name.paused,หยุดชั่วคราว,Paused,"The subscription is <a href=""https://www.chargebee.com/docs/2.0/pause-subscription.html"" target=""_blank"">paused</a>. The subscription will not renew while in this state."
enum.invoice_customization_base.tax_reg_no_label.name.gst_reg_no,หมายเลขทะเบียน GST,GST Reg  #,GST Reg  #
enum.tax_reg_number_base.label.name.pst,เลขทะเบียน PST,PST Reg #,PST Reg #
enum.line_item_base.type.name.final_credit_correction,การแก้ไขเครดิตขั้นสุดท้าย,Final Credit Correction,Final Credit Correction
enum.invoice_customization_base.invoice_title.name.tax_invoice,ใบกำกับภาษี,TAX INVOICE,TAX INVOICE
enum.transaction_base.payment_method.name.card,การ์ด,Card,Card
enum.transaction_base.payment_method.name.cash,เงินสด,Cash,Cash
enum.bank_account_base.account_holder_type.name.company,บริษัท,Company,Company
enum.credit_card_base.status.name.expired,หมดอายุ,Expired,An expired card
enum.credit_card_base.funding_type.name.not_known,ไม่รู้,Not known,An unknown card.
enum.payment_method_base.type.name.sofort,Sofort,Sofort,Sofort Payments.
enum.invoice_base.status.name.empty,ว่างเปล่า,Empty,Empty
enum.pricing_model.name.per_unit,ต่อหน่วย,Per Unit,A fixed price per unit quantity.
enum.invoice_customization_base.tax_reg_no_label.name.abn,ABN,ABN,ABN
enum.line_item_base.type.name.non_recurring_charge,ไม่เรียกเก็บเงินซ้ำ,Non Recurring Charge,Non Recurring Charge
enum.transaction_base.payment_method.name.direct_debit,การหักบัญชีธนาคาร,Direct Debit,Direct Debit
enum.credit_card_base.card_type.name.diners_club,Diners Club,Diners Club,A Diner's Club card.
enum.quote_base.status.name.declined,ปฏิเสธ,Declined,Declined.
enum.tax_reg_number_base.label.name.tax_reg_no,เลขทะเบียนภาษี,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.cn_title.name.refund,คืนเงิน,REFUND,REFUND
enum.item_price_base.period_unit.name.year,ปี,Year,Year
enum.invoice_base.status.name.voided,โมฆะ,Voided,Indicates a voided invoice.
enum.payment_method_base.type.name.generic,ทั่วไป,Generic,Generic Payment Method.
enum.quote_base.status.name.accepted,ได้รับการยอมรับ,Accepted,Accepted.
enum.transaction_base.payment_method.name.unionpay,Unionpay,Unionpay,Unionpay
enum.public_card_error_code.name.cvv_error,การตรวจสอบรหัสความปลอดภัยล้มเหลวสำหรับบัตรของคุณ โปรดอัปเดต CVV แล้วลองอีกครั้ง,Security Code validation failed for your card. Please update the CVV and try again.,Security Code validation failed for your card. Please update the CVV and try again.
enum.bank_account_base.account_type.name.business_checking,การตรวจสอบธุรกิจ,Business Checking,Business Checking Account
enum.quote_base.status.name.rejected,ถูกปฏิเสธ,Rejected,Rejected.
enum.plan_base.period_unit.name.day,วัน,Day,Charge based on day(s)
enum.transaction_failure_reason.name.avs_issue,การตรวจสอบที่อยู่ล้มเหลว,Address validation failure,Address validation failure
enum.payment_method_base.type.name.google_pay,Google Pay,Google Pay,Google Pay Payments.
enum.transaction_failure_reason.name.temporary_processing_issue,ปัญหาการประมวลผลชั่วคราว,Temporary processing issue,Temporary processing issue
enum.credit_note_base.reason_code.name.subscription_pause,การสมัครสมาชิกหยุดชั่วคราว,Subscription Pause,This reason will be automatically set to credit notes created during pause/resume subscription operation.
enum.invoice_base.status.name.not_paid,ไม่ได้รับเงิน,Not Paid,Indicates the payment is not made and all attempts to collect is failed.
enum.payment_method_base.type.name.alipay,Alipay,Alipay,Alipay Payments.
enum.transaction_failure_reason.name.time_out,หมดเวลา,Time out,Time out
enum.invoice_customization_base.tax_reg_no_label.name.tax_reg_no,เลขทะเบียนภาษี,Tax Reg # ,Tax Reg # 
enum.invoice_customization_base.invoice_title.name.invoice,ใบแจ้งหนี้,INVOICE,INVOICE
enum.payment_method_base.type.name.unionpay,Unionpay,Unionpay,UnionPay Payments.
enum.credit_card_base.status.name.pending_verification,รอการยืนยัน,Pending Verification,The payment method need's to be verified. Added for Stripe ACH
enum.invoice_base.status.name.to_collect,การรวบรวม,Collecting,Collecting
enum.transaction_base.payment_method.name.check,ตรวจสอบ,Check,Check
enum.public_card_error_code.name.card_declined,บัตรของคุณถูกปฏิเสธ,Your card was declined.,Your card was declined.
enum.transaction_base.payment_method.name.chargeback,การปฏิเสธการชำระเงิน,Chargeback,"Only applicable for a transaction of <code><a href=""transactions#transaction_type"">type</a></code> = <code>refund</code>. This value is set by Chargebee when an automated <a href=""https://www.chargebee.com/docs/chargeback.html#chargeback-process"" rel=""noopener noreferrer"" target=""_blank"">chargeback</a> occurs. You can also set this explicitly when <a href=""transactions#record_an_offline_refund"">recording a refund</a>."
